year,language,num_issues,pull_requests,repositories
2014,Racket,2327,1103,164
2014,Idris,124,85,28
2014,Xtend,201,92,17
2014,BitBake,201,136,33
2014,Stata,471,135,36
2014,Lex,31,7,2
2014,Modelica,1478,810,27
2014,Nginx,508,287,58
2014,CMake,2102,1342,128
2014,OpenSCAD,322,173,50
2014,BlitzBasic,49,39,19
2014,Objective-J,425,62,15
2014,Mathematica,591,335,58
2014,GAMS,6,6,2
2014,Elm,1679,782,65
2014,NSIS,217,102,14
2014,Agda,316,142,22
2014,Gosu,5580,908,45
2014,AGS Script,374,284,39
2014,AutoIt,310,172,34
2014,Awk,75,43,14
2014,PAWN,206,28,15
2014,AppleScript,289,88,41
2014,Hy,133,27,10
2014,Verilog,498,303,78
2014,Coq,1113,696,30
2014,SMT,854,320,4
2014,PureBasic,10,10,3
2014,LSL,159,79,7
2014,Arc,22,18,5
2014,GAP,109,59,14
2014,RobotFramework,2,2,2
2014,Ada,26,20,13
2014,Lasso,38,32,4
2014,CLIPS,3,3,3
2014,Io,32,32,5
2014,VCL,24,18,7
2014,Isabelle,175,133,6
2014,GLSL,171,88,15
2014,NetLinx,8,2,2
2014,PureScript,2806,1673,137
2014,Dylan,1,1,1
2014,Pure Data,39,15,10
2014,Bro,16,11,10
2014,Monkey,7,5,2
2014,Limbo,6,1,1
2014,Squirrel,1338,62,17
2014,Scilab,100,74,7
2014,RAML,102,36,6
2014,Mako,278,182,8
2014,FLUX,12,4,2
2014,COBOL,92,10,6
2014,PigLatin,36,35,4
2014,BlitzMax,89,20,5
2014,SAS,453,87,13
2014,Logtalk,2,1,1
2014,Brightscript,41,31,8
2014,Bison,32,26,9
2014,Alloy,43,30,2
2014,REALbasic,22,6,2
2014,PicoLisp,1307,1134,3
2014,Yacc,4,1,1
2014,M,30,24,15
2014,Liquid,907,613,13
2014,wisp,39,3,2
2014,ANTLR,24,17,7
2014,xBase,122,14,9
2014,NetLogo,65,44,15
2014,Diff,40,22,8
2014,LoomScript,2,2,1
2014,Hack,419,276,11
2014,SQLPL,733,392,24
2014,Protocol Buffer,348,119,15
2014,UnrealScript,8,8,5
2014,Inno Setup,161,67,4
2014,ABAP,1084,243,11
2014,Pike,10,9,3
2014,Slash,872,618,5
2014,LabVIEW,326,71,32
2014,Brainfuck,92,62,7
2014,Cap'n Proto,29,3,2
2014,Game Maker Language,381,99,24
2014,Xojo,57,37,9
2014,E,1,1,1
2014,Gettext Catalog,33,15,8
2014,AspectJ,19,19,7
2014,LookML,1,1,1
2014,ATS,43,37,1
2014,Gnuplot,1412,1070,9
2014,Ragel in Ruby Host,1,1,1
2014,HCL,236,178,5
2014,Cucumber,1578,946,21
2014,Redcode,19,1,1
2014,Bluespec,193,121,5
2014,Crystal,74,43,14
2014,Ox,8,3,1
2014,Papyrus,1224,33,7
2014,Mask,1,1,1
2014,J,1,1,1
2014,FreeMarker,782,751,10
2014,APL,3,2,2
2014,Cirru,9,7,3
2014,Smali,83,40,4
2014,ChucK,22,15,3
2014,DIGITAL Command Language,416,151,5
2014,QMake,31,8,1
2014,RenderScript,12,12,2
2014,Grace,24,2,2
2014,XS,2,2,2
2014,Zephir,28,20,3
2014,Augeas,4,4,4
2014,ooc,1304,1072,15
2014,UrWeb,1,1,1
2014,Nit,6,4,1
2014,Inform 7,16,15,3
2014,EmberScript,9,8,2
2014,XProc,84,56,3
2014,Component Pascal,3,3,3
2014,Volt,1,1,1
2014,Frege,2,2,1
2014,Glyph,2,2,1
2014,eC,5,5,2
2014,Parrot,61,59,1
2014,Self,5,4,1
2014,NewLisp,27,11,4
2014,GDScript,27,9,3
2014,Vue,3,2,1
2014,KRL,1,1,1
2014,Fantom,8,8,2
2014,POV-Ray SDL,1,1,1
2014,Boo,25,11,6
2014,Golo,14,14,1
2014,Factor,3,3,2
2014,DTrace,3,1,1
2015,C,70475,35500,5212
2015,HTML,113291,70166,10155
2015,Python,214669,110849,14255
2015,PHP,134041,75430,11883
2015,\N,248111,157908,45839
2015,DM,8018,5263,162
2015,Scala,15996,8133,1125
2015,JavaScript,405251,220584,30008
2015,Java,226417,113861,16196
2015,C++,103424,53559,6727
2015,TypeScript,15594,7711,241
2015,CSS,76152,50905,8191
2015,Ruby,123156,85402,12012
2015,Objective-C,23357,11277,2399
2015,C#,117408,52988,5233
2015,PLSQL,938,242,44
2015,Erlang,1858,1195,206
2015,FORTRAN,3575,1793,97
2015,Go,39827,23586,2738
2015,Emacs Lisp,4048,1403,345
2015,Perl,5817,2959,710
2015,BitBake,132,101,18
2015,Puppet,3741,2893,320
2015,Shell,43291,25391,4384
2015,Eagle,906,420,91
2015,Boo,22,7,3
2015,Makefile,4402,2974,784
2015,Eiffel,33,24,7
2015,GAP,1773,866,17
2015,OCaml,1329,885,111
2015,VimL,2890,1418,467
2015,D,1038,221,81
2015,TeX,8067,4229,649
2015,Common Lisp,551,296,70
2015,R,9564,4482,1043
2015,XSLT,2070,587,108
2015,SourcePawn,674,224,40
2015,Rust,10762,6231,618
2015,Haskell,6999,3127,534
2015,SQLPL,414,277,16
2015,Standard ML,171,113,20
2015,Haxe,908,484,105
2015,Tcl,312,208,31
2015,Clojure,4128,2408,432
2015,Red,2,2,2
2015,Lua,9170,3987,710
2015,Nu,2,2,2
2015,Scheme,705,271,49
2015,ApacheConf,1796,1364,289
2015,Assembly,911,429,110
2015,QML,1641,625,56
2015,Groovy,5918,4013,287
2015,Pascal,3442,558,91
2015,CoffeeScript,15423,8401,1321
2015,CMake,700,461,99
2015,Matlab,2429,1268,334
2015,Vue,173,80,5
2015,ColdFusion,249,92,33
2015,ActionScript,600,344,78
2015,Julia,3632,1810,170
2015,AutoHotkey,213,76,30
2015,Logos,114,78,34
2015,XML,307,280,159
2015,Visual Basic,1040,581,135
2015,PAWN,77,21,12
2015,Pan,53,51,3
2015,Modula-2,30,1,1
2015,Xtend,1083,248,9
2015,Groff,639,328,77
2015,XQuery,395,156,21
2015,PLpgSQL,228,144,31
2015,Gettext Catalog,65,34,22
2015,PowerShell,7594,1208,288
2015,Arduino,1116,557,230
2015,Apex,544,352,36
2015,Mathematica,446,269,38
2015,Elixir,2790,1550,219
2015,F#,4043,2025,124
2015,Cucumber,731,559,30
2015,Smarty,622,255,42
2015,Modelica,32,19,9
2015,LiveScript,534,277,27
2015,Kotlin,243,141,59
2015,Swift,17333,8692,1194
2015,AppleScript,128,41,11
2015,Vala,836,306,32
2015,OpenEdge ABL,287,99,16
2015,Liquid,228,45,7
2015,Coq,212,122,19
2015,Xojo,71,56,5
2015,Jupyter Notebook,4147,2163,160
2015,Dart,3298,1133,139
2015,Gosu,78,34,5
2015,Web Ontology Language,1405,439,37
2015,Mako,28,14,2
2015,SQF,1016,465,86
2015,Game Maker Language,181,144,26
2015,PureScript,3031,1711,53
2015,Elm,467,248,52
2015,Smalltalk,313,148,26
2015,Verilog,204,156,36
2015,Ada,13,10,6
2015,Stata,61,29,14
2015,SaltStack,327,247,37
2015,Nix,200,144,24
2015,Processing,1226,726,126
2015,GLSL,552,373,32
2015,Propeller Spin,12,5,4
2015,Crystal,348,187,20
2015,PostScript,382,226,38
2015,Cuda,103,68,31
2015,Diff,122,112,24
2015,CartoCSS,24,12,9
2015,LilyPond,10,10,5
2015,Prolog,186,115,30
2015,API Blueprint,284,193,10
2015,Racket,366,205,60
2015,Smali,2,2,2
2015,Pure Data,12,10,7
2015,Batchfile,392,266,42
2015,Nimrod,257,101,31
2015,ASP,900,661,110
2015,Idris,41,28,8
2015,LabVIEW,142,63,22
2015,LSL,7,4,1
2015,Max,205,84,17
2015,KiCad,179,47,15
2015,GDScript,243,89,11
2015,LoomScript,7,7,2
2015,Perl6,628,544,49
2015,SuperCollider,33,24,8
2015,Objective-C++,1382,735,36
2015,OpenSCAD,88,42,21
2015,MoonScript,20,11,4
2015,Nginx,270,178,65
2015,HCL,1233,851,17
2015,VHDL,187,174,40
2015,SAS,103,33,9
2015,JSONiq,2,2,2
2015,Mirah,4,4,2
2015,Gnuplot,7,7,1
2015,IDL,45,33,17
2015,M,12,10,7
2015,Hack,132,43,11
2015,Monkey,2,1,1
2015,Forth,91,37,8
2015,Zephir,17,6,1
2015,DTrace,12,4,2
2015,ChucK,15,15,2
2015,AutoIt,227,90,18
2015,Squirrel,11,10,8
2015,Handlebars,97,76,28
2015,Protocol Buffer,108,79,10
2015,Component Pascal,4,3,2
2015,PureBasic,766,287,5
2015,APL,8,7,1
2015,Agda,12,9,8
2015,Hy,5,4,4
2015,AGS Script,77,17,9
2015,NSIS,134,68,18
2015,Ecl,5,4,3
2015,BlitzMax,18,2,2
2015,Dogescript,2,2,1
2015,AspectJ,14,4,4
2015,SystemVerilog,64,33,7
2015,Awk,9,4,3
2015,Self,1,1,1
2015,ATS,4,4,2
2015,Ceylon,20,5,2
2015,AMPL,33,26,1
2015,Thrift,3,2,1
2015,VCL,17,17,4
2015,Brightscript,9,9,2
2015,Augeas,4,4,3
2015,SMT,23,15,4
2015,Opa,2,2,1
2015,NetLogo,77,25,5
2015,Slash,1,1,1
2015,Frege,17,8,4
2015,XProc,13,2,2
2015,nesC,3,3,2
2015,QMake,3,3,3
2015,RobotFramework,575,537,2
2015,RAML,576,67,4
2015,EmberScript,2,1,1
2015,Alloy,6,5,3
2015,Bison,12,11,7
2015,RenderScript,44,17,2
2015,LLVM,8,4,3
2015,Nemerle,2,1,1
2015,Inform 7,50,26,3
2015,Inno Setup,1,1,1
2015,Limbo,7,7,1
2015,xBase,18,11,6
2015,FreeMarker,51,22,4
2015,Volt,2,2,1
2015,ooc,4,4,2
2015,PicoLisp,18,8,4
2015,UrWeb,14,7,1
2015,PigLatin,1,1,1
2015,Turing,2,2,1
2015,Brainfuck,17,16,9
2015,Rebol,9,5,4
2015,Bro,1,1,1
2015,eC,1,1,1
2015,Lasso,31,11,2
2015,Lex,4,4,1
2015,Ox,2,2,1
2015,Dylan,3,3,1
2015,Io,160,160,2
2015,Yacc,4,2,2
2015,REALbasic,17,11,2
2015,Shen,37,23,1
2015,XPages,8,3,1
2015,ABAP,1,1,1
2015,DIGITAL Command Language,14,13,1
2015,XS,1,1,1
2015,COBOL,3,2,2
2015,ANTLR,2,1,1
2015,LookML,33,33,3
2015,Scilab,13,13,6
2015,MTML,4,1,1
2015,Lean,3,3,1
2015,wisp,2,1,1
2015,Jasmin,68,65,1
2015,Genshi,1,1,1
2015,Click,8,8,1
2015,NCL,1,1,1
2015,UnrealScript,2,1,1
2016,Factor,1525,318,1
2016,\N,15575,2915,171
2016,Java,1672,971,169
2016,Shell,371,287,40
2016,C++,1322,795,130
2016,JavaScript,4782,1715,215
2016,Ruby,1475,825,85
2016,C#,514,353,68
2016,HTML,1707,882,123
2016,PHP,2332,1360,165
2016,GCC Machine Description,2,2,1
2016,Dart,145,48,2
2016,Emacs Lisp,27,17,12
2016,Go,128,94,24
2016,Haskell,48,37,4
2016,Scala,95,79,13
2016,D,26,11,2
2016,Python,3239,1912,154
2016,C,981,461,89
2016,VimL,56,55,13
2016,CSS,920,742,116
2016,Matlab,12,5,2
2016,Jupyter Notebook,55,43,6
2016,AutoHotkey,2,2,1
2016,PostScript,1,1,1
2016,DM,355,163,19
2016,Lua,235,179,17
2016,Objective-C,71,68,12
2016,Objective-J,1,1,1
2016,Common Lisp,2,2,2
2016,XSLT,5,5,4
2016,Puppet,42,28,6
2016,QML,18,11,1
2016,Swift,48,29,8
2016,Assembly,89,23,3
2016,Clojure,2,2,2
2016,CoffeeScript,57,18,5
2016,Perl,587,277,14
2016,Kotlin,20,8,3
2016,Visual Basic,1,1,1
2016,Eagle,2,2,2
2016,OCaml,15,12,2
2016,Batchfile,6,5,2
2016,TeX,2,2,2
2016,Makefile,71,58,14
2016,ColdFusion,1,1,1
2016,R,123,31,11
2016,Elixir,1,1,1
2016,AutoIt,1,1,1
2016,Rust,45,12,6
2016,PLpgSQL,6,2,1
2016,Vala,2,1,1
2016,ApacheConf,2,2,2
2016,SQF,49,22,2
2016,Erlang,2,2,2
2016,PowerShell,10,10,4
2016,TypeScript,4,4,2
2016,Modelica,3,3,1
2016,FORTRAN,1,1,1
2016,Scheme,1,1,1
2016,F#,4,4,3
2016,Smarty,1,1,1
2016,SourcePawn,34,34,1
2016,SAS,1,1,1
2016,IDL,1,1,1
2016,Nginx,1,1,1
