id,company,created_at,type,num_commits
2323,Togethera,05/19/10,USR,747
2330,Flying Yeti,05/11/09,USR,249
2336,"@TheZeitgeist (Zeitgeist Information Systems, LLC)",08/18/08,USR,143
2339,@DeloitteDigital,05/26/11,USR,672
2340,VeryLastRoom - RezZza,02/15/09,USR,1187
2343,Emagine Concept Inc.,12/08/09,USR,172
2344,@spreaker,10/21/10,USR,213
2352,Fitbit,04/04/11,USR,1601
2355,Clickable Bliss,02/05/09,USR,449
2360,Bekk,06/16/10,USR,745
2361,Buildkite,09/23/08,USR,4568
2364,@Beancrunch @Financial-Times ,06/21/11,USR,1315
2367,Twitter: @ortwingentz,07/30/09,USR,342
2370,Google,03/28/10,USR,583
2372,Freelance,04/11/08,USR,655
2373,Ticketbis,01/24/10,USR,468
2376,BitLove Inc.,06/10/09,USR,354
2378,@baseinc ,12/11/08,USR,503
2381,First Water Tech Ltd,03/30/09,USR,208
2383,Thington,03/25/08,USR,341
2384,Hubbub,04/10/09,USR,136
2385,nKey Mobile Solutions,02/06/09,USR,763
2386,Ipanema Labs LLC,10/18/08,USR,215
2391,Taqtile,03/30/11,USR,445
2394,QVIVO Limited,03/22/11,USR,105
2398,http://www.plausible.coop,07/29/08,USR,2357
2405,Jasita Consulting,12/06/08,USR,269
2407,"Code No Evil, LLC",05/14/10,USR,108
2408,@InVisionApp,11/20/09,USR,185
2414,Dervish Software,04/18/10,USR,138
2415,Innopage,06/15/11,USR,173
2421,GraphAware,10/06/10,USR,4359
2422,JC Multimedia Design,07/18/08,USR,957
2425,Apple,02/28/10,USR,2620
2426,Facebook,06/15/08,USR,723
2427,@apple,04/17/08,USR,8136
2428,DataReef,01/23/11,USR,265
2435,Freelancer,12/28/10,USR,184
2438,Rewish,02/18/09,USR,387
2439,USAA,05/21/08,USR,338
2441,nonda.co,03/10/10,USR,1830
2444,@Flipboard,04/04/08,USR,1303
2446,Ekohe,03/22/10,USR,150
2455,Yuanfudao,04/16/11,USR,333
2459,@egeniq ,03/30/09,USR,382
2460,undefined,05/21/10,USR,1539
2462,Noumenal Software,03/18/09,USR,923
2465,LINE Corp.,10/12/09,USR,1827
2466,Concord Systems,01/02/10,USR,1936
2467,mlb,10/07/10,USR,548
2468,Freelance,07/24/09,USR,4215
2471,@ekreative ,04/01/11,USR,2066
2472,RedShift,09/23/11,USR,103
2476,@thoughtbot,05/29/08,USR,2221
2484,"Cabify, HipByte",08/30/11,USR,616
2489,OPEN input,03/11/11,USR,175
2492,Google,10/06/10,USR,116
2495,Seeds Design,01/02/12,USR,1527
2497,Roepcke Computing Solutions,12/12/08,USR,178
2504,Survios,03/31/08,USR,542
2505,Zerista,07/28/08,USR,273
2506,"FocalShift, LLC",09/04/09,USR,545
2507,University of Cambridge,06/07/11,USR,4976
2523,foodjunky,04/09/12,USR,1861
2526,Maxpoint,03/14/12,USR,1256
2535,University of Michigan,05/11/09,USR,825
2536,EthDev,08/16/08,USR,1123
2538,@insales ,05/04/11,USR,166
2544,Famigo,04/10/11,USR,293
2550,@ozlo ,11/29/08,USR,2314
2551,"Meteor (formerly: Facebook, Quora, Mozilla, Apture, Meebo)",04/08/08,USR,7988
2552,Mozilla,04/08/08,USR,6884
2553,Venn,03/26/08,USR,3588
2556,Pluralsight,01/15/08,USR,659
2564,Awake Networks,08/02/08,USR,605
2570,-,09/15/08,USR,382
2573,Dropbox,02/27/08,USR,610
2574,Backblend Systems Inc.,08/16/08,USR,286
2576,"Rubinius, Inc",01/29/08,USR,13154
2579,twitter,03/13/08,USR,379
2580,Mozilla Corporation,12/23/09,USR,3833
2581,Reaktor,03/18/08,USR,970
2582,Software Villain,02/17/08,USR,2597
2584,@Remitly,02/29/08,USR,1513
2585,Monits,12/09/09,USR,706
2590,Global Poverty Project,02/07/10,USR,518
2595,Pogodan,04/27/10,USR,258
2605,Oozou,01/20/09,USR,829
2607,Mozilla,03/08/09,USR,6037
2608,"PlexObject Solutions, Inc.",02/27/09,USR,3584
2611,Operator,11/01/10,USR,616
2618,meetup.com,03/05/08,USR,6269
2622,Google,05/11/09,USR,3006
2628,Eloquentix,01/24/09,USR,1264
2631,@PhoenixLabsCanada,08/07/09,USR,3127
2633,@google ,07/09/10,USR,497
2640,http://www.conarrative.com,11/19/09,USR,207
2645,Espians,10/22/08,USR,2667
2648,@everydayhero ,07/19/10,USR,416
2650,Founder of a startup,07/21/10,USR,452
2653,Under Armour,02/28/08,USR,264
2655,Stanford University,04/29/09,USR,2353
2657,Neutrino,07/29/10,USR,102
2660,Wikimedia Foundation,10/24/08,USR,1783
2666,Swrve,11/23/09,USR,170
2667,CodingSkills,09/12/09,USR,1760
2668,Permission Data,09/07/09,USR,508
2674,"AuLabs + IoTone, Inc.",03/17/09,USR,716
2678,EA,01/17/09,USR,1334
2683,@google ,12/14/08,USR,5115
2690,@Uber,03/10/08,USR,1396
2698,Silex,10/12/09,USR,4669
2704,Instacart,07/22/09,USR,101
2705,Alibaba Inc.,09/29/09,USR,124
2710,ΩF:∅,01/16/09,USR,968
2713,Google,12/14/09,USR,204
2717,The Muse,09/15/09,USR,1266
2721,Condé Nast,04/02/08,USR,5126
2723,Travis CI,10/22/08,USR,26543
2727,Freelance engineer,10/27/08,USR,677
2729,SOME BLOKES IN SYDNEY,05/15/08,USR,243
2735,Monterail.com,11/14/09,USR,1056
2736,Crowd Emotion Ltd,07/08/09,USR,102
2738,Keio University,05/01/08,USR,5403
2739,Jabberwocky,04/30/08,USR,1985
2740,olisti.co,08/18/08,USR,1571
2744,Ideato,12/29/09,USR,486
2747,Tsinghua University,01/31/10,USR,1090
2748,@tiptop-io & @the6hours ,01/21/09,USR,1097
2754,Arctouch,05/14/09,USR,129
2759,supermatter,02/13/09,USR,246
2768,Twitter,12/31/09,USR,793
2769,TU München,12/07/08,USR,220
2771,Wolfram Research,08/15/10,USR,186
2779,@well-typed ,03/19/08,USR,3447
2781,WEETGO,08/16/10,USR,126
2782,GitHub,11/14/10,USR,5220
2792,CGTA,03/10/09,USR,926
2793,"Prometheus Research, LLC",01/18/11,USR,710
2795,The Iron Yard,10/10/10,USR,1237
2796,stable/kernel,01/28/11,USR,110
2802,Flickr computer vision,08/30/09,USR,704
2809,Payne Digital Ltd,05/16/10,USR,3462
2811,neo technology,02/01/09,USR,3979
2812,"Eventsourcing, Inc.",02/19/08,USR,5596
2815,@tlcsrc,01/11/09,USR,3642
2816,@Puzzle ITC GmbH,03/02/10,USR,2737
2822,palletops.com,02/12/09,USR,9451
2823,Google,05/18/08,USR,3646
2827,Hewlett Packard Enterprise,05/15/09,USR,481
2831,@PSPDFKit,02/21/10,USR,3319
2837,GameGenetics,06/03/10,USR,2233
2839,Captain401,12/26/09,USR,261
2841,"@google, on @dart-lang ",01/13/09,USR,5170
2844,BillGuard,10/27/08,USR,134
2847,@adhocteam ,02/27/08,USR,825
2849,Mozilla,01/08/09,USR,1544
2853,Vast.com,07/31/10,USR,200
2857,@pivotal-cf,02/21/10,USR,1844
2860,Joyent,06/06/09,USR,315
2873,Privat,02/04/10,USR,288
2879,SunnyCloud,11/15/09,USR,1177
2880,Increments Inc.,08/28/08,USR,1195
2881,@TeachersPayTeachers ,04/12/08,USR,788
2885,eBay,03/20/09,USR,687
2887,Clever Cloud,10/09/09,USR,401
2891,Mozilla,01/12/09,USR,2248
2893,thoughtbot,04/04/08,USR,552
2895,Pocket Gems,07/10/10,USR,188
2896,Addepar,10/13/10,USR,169
2899,Carnegie Mellon Department of Computer Science,05/26/10,USR,136
2901,Exquance Software Oy,05/02/09,USR,5868
2903,Leto Labs LLC,10/22/08,USR,4573
2904,Airbnb,05/17/08,USR,4870
2906,Double Rebel,02/28/10,USR,2015
2909,Instant Cocoa,10/01/09,USR,111
2910,Comcast VIPER,12/02/08,USR,107
2911,Facebook,03/07/11,USR,897
2912,@turnercode ,12/14/08,USR,545
2913,Freelance,06/21/11,USR,234
2918,Heroic Labs,03/24/10,USR,567
2928,Next Thing Co.,02/25/09,USR,192
2929,PillowSoft LLC,02/20/10,USR,314
2936,mlbam,04/10/09,USR,331
2939,University of Washington,03/29/11,USR,2506
2943,Quality Enterprise Consulting Limited,01/08/09,USR,187
2948,Populate,07/20/08,USR,3828
2949,Hydna AB,04/11/08,USR,793
2955,student,11/13/09,USR,376
2969,@mozilla,06/03/10,USR,3502
2973,Figma,09/18/10,USR,2824
2978,"Cisco Systems, Inc.",06/15/10,USR,636
2982,@mozilla,05/13/08,USR,2599
2983,FullStack.io,02/20/08,USR,3592
2984,Facebook,10/09/10,USR,449
2988,Google,03/08/10,USR,642
2990,HelloWallet,06/10/10,USR,262
3001,Faveod,07/04/10,USR,525
3003,ITG,11/16/09,USR,208
3010,MongoDB,07/16/10,USR,2731
3011,GemTalk Systems,02/17/11,USR,13813
3013,Distributed Expertise SA,10/28/08,USR,232
3014,Mozilla,12/16/09,USR,28320
3018,Axis 41,11/18/08,USR,326
3019,Warwick Analytics,02/02/11,USR,230
3021,I dont represent my company.,04/30/11,USR,424
3027,Creative Curiosity,03/18/11,USR,886
3031,TVB.com,11/03/10,USR,702
3032,RestMesh,01/06/10,USR,604
3035,Facebook,08/11/09,USR,709
3036,"Data Cataltyics, S.L.",07/28/09,USR,1759
3041,日本コンピューター,11/12/10,USR,227
3045,InfluxData,11/22/11,USR,2789
3048,Circonus,01/15/09,USR,1218
3062,RightScale Inc.,10/17/11,USR,2581
3063,Award Winning Fjords,02/13/08,USR,4462
3069,Stripe,06/18/09,USR,1772
3075,mPerpetuo,12/09/11,USR,258
3078,Mozilla,07/02/14,USR,1025
3079,JetBrains GmbH,08/01/09,USR,5258
3080,Rackspace,05/27/09,USR,11805
3083,@hodinkee ,09/13/09,USR,2736
3088,bocoup,10/07/08,USR,3480
3090,EmerNet,10/25/10,USR,189
3091,mozilla,10/10/11,USR,3580
3092,Kanaya Hijab,01/08/11,USR,156
3096,RebelHold,05/04/08,USR,1450
3099,Security.,11/21/10,USR,1713
3102,Hobnob Invites,01/28/10,USR,1062
3107,Mozilla,07/13/09,USR,993
3112,TVShow Time,05/16/09,USR,1478
3113,Weborama,03/02/09,USR,494
3119,Bloom Health,12/25/08,USR,280
3121,Atlassian,07/16/09,USR,684
3122,@humble ,10/25/10,USR,102
3123,@vitalsource,02/24/08,USR,663
3125,@uber ,09/19/10,USR,1227
3129,eBay,04/28/08,USR,402
3130,@meetnow,10/28/10,USR,292
3131,"LoudDoor, LLC",01/30/11,USR,1144
3135,Pixelcop Research,09/22/08,USR,5309
3136,Twitter,10/24/08,USR,127
3137,Satajanus,04/11/08,USR,105
3140,"@Paribusteam (@VersaLabs/@VersaIO, @RESTmagic are my open source projects, check them out!)",11/13/09,USR,278
3142,GitHub,01/09/10,USR,4896
3144,None,03/06/10,USR,1441
3145,Electronic Arts,03/05/09,USR,724
3147,"Oktavilla, http://oktavilla.se",11/25/09,USR,748
3148,@OrangeLV ,12/04/10,USR,2173
3155,Freelance,12/11/10,USR,1103
3159,Freelancing for startups (backend) ,03/21/10,USR,251
3160,"TensorMap, Inc",09/04/08,USR,160
3161,"GB Consulting, @gbraadnl",03/01/08,USR,2698
3164,@bitjourney ,07/05/09,USR,9901
3166,"NSONE, Inc",02/03/10,USR,957
3169,Exertis Ztorm AB,01/01/11,USR,156
3173,Bearch,03/14/11,USR,851
3179,@ZHealth ,12/11/09,USR,5178
3181,Erlang Solutions,01/26/16,USR,5007
3183,Karhoo,03/11/11,USR,233
3185,Rebelt inc.,05/14/08,USR,222
3186,"Medley, Inc.",06/12/11,USR,1527
3213,Twitch,12/08/08,USR,165
3215,Enishi Tech Inc.,05/29/10,USR,7926
3223,Self Employed,03/13/11,USR,375
3227,Bold Financial Technologies Inc.,04/14/08,USR,293
3232,Fssle,10/07/08,USR,494
3235,Roche,03/30/10,USR,586
3236,whitedrop network,01/23/10,USR,211
3240,@NavicoOS,01/28/12,USR,517
3244,UESTC,08/21/08,USR,252
3252,SuperID.me,06/10/11,USR,5286
3253,JetBrains,09/14/09,USR,2562
3258,@neeveresearch ,06/08/09,USR,1613
3261,@Mozilla,02/21/11,USR,2825
3264,tairan.net,01/15/09,USR,314
3267,YelloSoft,04/05/08,USR,9031
3269,Base4 Sistemas,04/18/11,USR,184
3279,taobao,07/14/10,USR,248
3280,Qichang Networks,09/25/11,USR,103
3286,www.gmvault.org,02/28/08,USR,1692
3288,LetsBlumIt,03/17/10,USR,1138
3292,Ukraine,05/17/10,USR,128
3293,minus5 d.o.o.,11/21/08,USR,205
3294,DSO Nat'l Labs,12/19/09,USR,508
3296,Code For War,04/04/08,USR,190
3297,"SaltyCrackers Co., Ltd",08/10/08,USR,264
3298,Google,08/19/09,USR,346
3299,Nervana Systems,09/09/10,USR,745
3300,hygi.de GmbH & Co. KG,02/19/09,USR,116
3301,Rako,08/13/10,USR,110
3307,EyeQuant.com,09/10/08,USR,198
3310,Luma,10/06/08,USR,652
3323,Wishdates,11/01/08,USR,2028
3339,"University of Science and Technology of China, School of Chemistry and Materials Science",04/09/10,USR,3579
3341,@ccpgames ,03/14/10,USR,918
3344,GitHub,03/14/08,USR,1392
3348,Dragon Innovation,05/20/08,USR,335
3352,Utiliz,12/03/11,USR,348
3353,Netcraft,03/28/10,USR,807
3361,D2L Corporation,02/03/11,USR,920
3363,UW-Madison,07/29/08,USR,301
3369,Qiix,03/30/11,USR,455
3376,@roguehelix ,03/14/08,USR,432
3377,Obeo,05/17/08,USR,1563
3378,"Yandex, OpenCorpora",11/27/11,USR,380
3380,Lugg,03/03/09,USR,493
3382,Djangostars,11/05/09,USR,557
3398,"DeNA Co.,Ltd.",08/14/10,USR,367
3400,entera Environmental Planning,11/25/10,USR,1207
3403,,03/16/09,USR,1158
3414,@adphorus @arguman,11/25/11,USR,2080
3418,Vokal,04/16/09,USR,1432
3419,Tesla's Cat,02/18/12,USR,905
3423,Solidworks,04/09/09,USR,180
3425,IBM Perú,11/30/11,USR,122
3427,Airbnb,06/22/10,USR,560
3429,"Lazada Group, HCMC, Vietnam",12/22/11,USR,672
3441,Nvent - Enabling the Data Driven Enterprise with BigData http://www.nventdata.com,09/08/09,USR,748
3442,Valve Software,08/07/11,USR,2170
3443,Quip,03/17/11,USR,1717
3448,Canva,02/09/11,USR,13270
3450,ServiceNow,03/31/11,USR,324
3453,Ingo,10/22/09,USR,195
3454,Columbia University,11/02/10,USR,3124
3457,n/f,04/17/09,USR,302
3466,Software Carpenter,11/30/09,USR,661
3470,Huawei Co. LTD.,04/03/10,USR,803
3476,Square,11/29/10,USR,284
3480,Mozilla,07/07/10,USR,2747
3482,National University of Singapore,07/28/09,USR,4649
3483,Trello,06/18/10,USR,104
3495,Mail: https://tr.im/joboffer,05/13/09,USR,347
3497,Google,07/04/11,USR,1397
3499,SLAC,01/18/11,USR,1068
3501,"Rec United, Inc.",12/25/09,USR,107
3509,~ Vacation ~,07/05/10,USR,7747
3512,Ardoq AS,04/21/09,USR,193
3515,SLUG/LAB,02/27/09,USR,365
3518,Evaluni Inc.,03/22/10,USR,1574
3520,huihoo,04/11/08,USR,202
3530,OkCupid,02/20/10,USR,603
3534,REA Group,12/02/09,USR,687
3541,University of Southern California,06/04/11,USR,944
3543,Apple,06/22/09,USR,2637
3545,GameSim Inc.,09/16/08,USR,301
3546,UC San Diego,02/11/10,USR,4134
3556,YLD!,11/29/10,USR,1694
3558,Google,04/15/10,USR,1559
3571,Canonical,01/08/09,USR,1468
3573,@cozy ,03/24/11,USR,2712
3575,Isotop,06/22/08,USR,9796
3581,@HewlettPackard ,09/23/09,USR,177
3582,Position Development (positiondev.com),01/17/11,USR,2829
3586,Not programming related,04/15/11,USR,1628
3587,SOPHOS,06/22/08,USR,398
3588,Genode Labs GmbH,08/18/11,USR,2973
3593,DabApps,01/25/12,USR,2009
3599,sketchfab,09/18/09,USR,1698
3600,Box,10/01/10,USR,262
3602,Fogbeam Labs,03/27/10,USR,1028
3605,WIZTIVI,01/26/09,USR,879
3608,Yahoo! Inc.,12/10/09,USR,107
3610,@NotyIm ,01/27/09,USR,5151
3613,qiniu.com,10/04/08,USR,1153
3616,1984pulse,03/20/09,USR,1076
3620,@fth-ship ,04/29/11,USR,1105
3621,Teamwork,08/31/09,USR,819
3626,Netflix,03/25/10,USR,949
