language,year,month,created_repos
"Propeller Spin",2016,12,6
"Propeller Spin",2017,1,2
"Propeller Spin",2017,2,7
"Propeller Spin",2017,3,6
"Propeller Spin",2017,4,1
"Protocol Buffer",2010,4,1
"Protocol Buffer",2011,11,1
"Protocol Buffer",2011,12,1
"Protocol Buffer",2012,4,1
"Protocol Buffer",2012,6,1
"Protocol Buffer",2012,7,1
"Protocol Buffer",2012,10,1
"Protocol Buffer",2012,11,1
"Protocol Buffer",2013,2,2
"Protocol Buffer",2013,3,2
"Protocol Buffer",2013,5,2
"Protocol Buffer",2013,7,3
"Protocol Buffer",2013,8,1
"Protocol Buffer",2013,10,2
"Protocol Buffer",2013,11,4
"Protocol Buffer",2013,12,4
"Protocol Buffer",2014,1,1
"Protocol Buffer",2014,2,1
"Protocol Buffer",2014,3,8
"Protocol Buffer",2014,4,7
"Protocol Buffer",2014,5,4
"Protocol Buffer",2014,6,2
"Protocol Buffer",2014,7,5
"Protocol Buffer",2014,8,5
"Protocol Buffer",2014,9,2
"Protocol Buffer",2014,10,3
"Protocol Buffer",2014,11,12
"Protocol Buffer",2014,12,2
"Protocol Buffer",2015,1,5
"Protocol Buffer",2015,2,25
"Protocol Buffer",2015,3,65
"Protocol Buffer",2015,4,70
"Protocol Buffer",2015,5,115
"Protocol Buffer",2015,6,83
"Protocol Buffer",2015,7,53
"Protocol Buffer",2015,8,57
"Protocol Buffer",2015,9,58
"Protocol Buffer",2015,10,56
"Protocol Buffer",2015,11,65
"Protocol Buffer",2015,12,59
"Protocol Buffer",2016,1,37
"Protocol Buffer",2016,2,26
"Protocol Buffer",2016,3,42
"Protocol Buffer",2016,4,48
"Protocol Buffer",2016,5,53
"Protocol Buffer",2016,6,103
"Protocol Buffer",2016,7,519
"Protocol Buffer",2016,8,1105
"Protocol Buffer",2016,9,201
"Protocol Buffer",2016,10,163
"Protocol Buffer",2016,11,128
"Protocol Buffer",2016,12,160
"Protocol Buffer",2017,1,131
"Protocol Buffer",2017,2,192
"Protocol Buffer",2017,3,203
"Protocol Buffer",2017,4,143
"Puppet",2008,4,1
"Puppet",2008,5,12
"Puppet",2008,6,8
"Puppet",2008,7,1
"Puppet",2008,8,1
"Puppet",2008,9,1
"Puppet",2008,11,4
"Puppet",2008,12,2
"Puppet",2009,1,3
"Puppet",2009,2,2
"Puppet",2009,3,5
"Puppet",2009,5,1
"Puppet",2009,6,1
"Puppet",2009,7,2
"Puppet",2009,8,2
"Puppet",2009,9,2
"Puppet",2009,10,4
"Puppet",2009,12,2
"Puppet",2010,1,1
"Puppet",2010,2,1
"Puppet",2010,3,3
"Puppet",2010,4,2
"Puppet",2010,5,5
"Puppet",2010,6,7
"Puppet",2010,7,6
"Puppet",2010,8,4
"Puppet",2010,9,15
"Puppet",2010,10,14
"Puppet",2010,11,5
"Puppet",2010,12,9
"Puppet",2011,1,11
"Puppet",2011,2,110
"Puppet",2011,3,10
"Puppet",2011,4,19
"Puppet",2011,5,32
"Puppet",2011,6,51
"Puppet",2011,7,70
"Puppet",2011,8,37
"Puppet",2011,9,41
"Puppet",2011,10,69
"Puppet",2011,11,63
"Puppet",2011,12,82
"Puppet",2012,1,138
"Puppet",2012,2,227
"Puppet",2012,3,329
"Puppet",2012,4,303
"Puppet",2012,5,360
"Puppet",2012,6,417
"Puppet",2012,7,405
"Puppet",2012,8,618
"Puppet",2012,9,616
"Puppet",2012,10,462
"Puppet",2012,11,541
"Puppet",2012,12,491
"Puppet",2013,1,728
"Puppet",2013,2,924
"Puppet",2013,3,1080
"Puppet",2013,4,938
"Puppet",2013,5,1213
"Puppet",2013,6,1148
"Puppet",2013,7,1300
"Puppet",2013,8,1286
"Puppet",2013,9,1283
"Puppet",2013,10,1457
"Puppet",2013,11,1484
"Puppet",2013,12,1124
"Puppet",2014,1,1411
"Puppet",2014,2,1378
"Puppet",2014,3,1475
"Puppet",2014,4,1367
"Puppet",2014,5,1074
"Puppet",2014,6,852
"Puppet",2014,7,758
"Puppet",2014,8,796
"Puppet",2014,9,608
"Puppet",2014,10,732
"Puppet",2014,11,835
"Puppet",2014,12,1048
"Puppet",2015,1,1119
"Puppet",2015,2,1074
"Puppet",2015,3,1028
"Puppet",2015,4,1045
"Puppet",2015,5,1065
"Puppet",2015,6,1105
"Puppet",2015,7,771
"Puppet",2015,8,665
"Puppet",2015,9,638
"Puppet",2015,10,713
"Puppet",2015,11,697
"Puppet",2015,12,731
"Puppet",2016,1,714
"Puppet",2016,2,464
"Puppet",2016,3,458
"Puppet",2016,4,466
"Puppet",2016,5,498
"Puppet",2016,6,627
"Puppet",2016,7,574
"Puppet",2016,8,625
"Puppet",2016,9,546
"Puppet",2016,10,509
"Puppet",2016,11,497
"Puppet",2016,12,678
"Puppet",2017,1,444
"Puppet",2017,2,497
"Puppet",2017,3,508
"Puppet",2017,4,330
"Pure Data",2008,12,1
"Pure Data",2009,1,1
"Pure Data",2009,2,4
"Pure Data",2009,5,3
"Pure Data",2009,6,3
"Pure Data",2009,7,7
"Pure Data",2009,8,3
"Pure Data",2009,9,1
"Pure Data",2009,10,2
"Pure Data",2009,11,3
"Pure Data",2009,12,3
"Pure Data",2010,1,3
"Pure Data",2010,2,6
"Pure Data",2010,3,3
"Pure Data",2010,4,6
"Pure Data",2010,5,4
"Pure Data",2010,6,4
"Pure Data",2010,7,2
"Pure Data",2010,8,8
"Pure Data",2010,9,3
"Pure Data",2010,11,7
"Pure Data",2010,12,9
"Pure Data",2011,1,8
"Pure Data",2011,2,11
"Pure Data",2011,3,6
"Pure Data",2011,4,5
"Pure Data",2011,5,9
"Pure Data",2011,6,9
"Pure Data",2011,7,6
"Pure Data",2011,8,12
"Pure Data",2011,9,10
"Pure Data",2011,10,10
"Pure Data",2011,11,6
"Pure Data",2011,12,5
"Pure Data",2012,1,9
"Pure Data",2012,2,13
"Pure Data",2012,3,9
"Pure Data",2012,4,11
"Pure Data",2012,5,10
"Pure Data",2012,6,8
"Pure Data",2012,7,11
"Pure Data",2012,8,11
"Pure Data",2012,9,22
"Pure Data",2012,10,11
"Pure Data",2012,11,17
"Pure Data",2012,12,15
"Pure Data",2013,1,19
"Pure Data",2013,2,38
"Pure Data",2013,3,25
"Pure Data",2013,4,30
"Pure Data",2013,5,42
"Pure Data",2013,6,28
"Pure Data",2013,7,38
"Pure Data",2013,8,36
"Pure Data",2013,9,26
"Pure Data",2013,10,21
"Pure Data",2013,11,43
"Pure Data",2013,12,30
"Pure Data",2014,1,32
"Pure Data",2014,2,63
"Pure Data",2014,3,79
"Pure Data",2014,4,28
"Pure Data",2014,5,38
"Pure Data",2014,6,32
"Pure Data",2014,7,35
"Pure Data",2014,8,14
"Pure Data",2014,9,25
"Pure Data",2014,10,28
"Pure Data",2014,11,38
"Pure Data",2014,12,36
"Pure Data",2015,1,38
"Pure Data",2015,2,42
"Pure Data",2015,3,49
"Pure Data",2015,4,52
"Pure Data",2015,5,54
"Pure Data",2015,6,52
"Pure Data",2015,7,32
"Pure Data",2015,8,37
"Pure Data",2015,9,51
"Pure Data",2015,10,61
"Pure Data",2015,11,69
"Pure Data",2015,12,34
"Pure Data",2016,1,42
"Pure Data",2016,2,12
"Pure Data",2016,3,13
"Pure Data",2016,4,26
"Pure Data",2016,5,15
"Pure Data",2016,6,8
"Pure Data",2016,7,40
"Pure Data",2016,8,23
"Pure Data",2016,9,18
"Pure Data",2016,10,36
"Pure Data",2016,11,14
"Pure Data",2016,12,48
"Pure Data",2017,1,14
"Pure Data",2017,2,41
"Pure Data",2017,3,25
"Pure Data",2017,4,16
"PureBasic",2011,11,2
"PureBasic",2013,1,2
"PureBasic",2013,8,1
"PureBasic",2013,12,1
"PureBasic",2014,1,1
"PureBasic",2014,2,2
"PureBasic",2014,3,1
"PureBasic",2014,7,3
"PureBasic",2014,8,1
"PureBasic",2014,11,3
"PureBasic",2014,12,3
"PureBasic",2015,1,6
"PureBasic",2015,2,7
"PureBasic",2015,3,17
"PureBasic",2015,4,13
"PureBasic",2015,5,9
"PureBasic",2015,6,16
"PureBasic",2015,7,11
"PureBasic",2015,8,8
"PureBasic",2015,9,12
"PureBasic",2015,10,13
"PureBasic",2015,11,14
"PureBasic",2015,12,11
"PureBasic",2016,1,16
"PureBasic",2016,2,8
"PureBasic",2016,3,10
"PureBasic",2016,4,10
"PureBasic",2016,5,19
"PureBasic",2016,6,35
"PureBasic",2016,7,55
"PureBasic",2016,8,31
"PureBasic",2016,9,24
"PureBasic",2016,10,20
"PureBasic",2016,11,10
"PureBasic",2016,12,34
"PureBasic",2017,1,28
"PureBasic",2017,2,59
"PureBasic",2017,3,21
"PureBasic",2017,4,8
"PureScript",2014,2,9
"PureScript",2014,3,36
"PureScript",2014,4,15
"PureScript",2014,5,32
"PureScript",2014,6,26
"PureScript",2014,7,35
"PureScript",2014,8,48
"PureScript",2014,9,28
"PureScript",2014,10,42
"PureScript",2014,11,75
"PureScript",2014,12,69
"PureScript",2015,1,77
"PureScript",2015,2,83
"PureScript",2015,3,99
"PureScript",2015,4,94
"PureScript",2015,5,114
"PureScript",2015,6,78
"PureScript",2015,7,113
"PureScript",2015,8,141
"PureScript",2015,9,111
"PureScript",2015,10,134
"PureScript",2015,11,90
"PureScript",2015,12,106
"PureScript",2016,1,145
"PureScript",2016,2,111
"PureScript",2016,3,67
"PureScript",2016,4,90
"PureScript",2016,5,90
"PureScript",2016,6,151
"PureScript",2016,7,169
"PureScript",2016,8,131
"PureScript",2016,9,122
"PureScript",2016,10,142
"PureScript",2016,11,161
"PureScript",2016,12,147
"PureScript",2017,1,177
"PureScript",2017,2,226
"PureScript",2017,3,222
"PureScript",2017,4,254
"Python",2008,2,19
"Python",2008,3,65
"Python",2008,4,99
"Python",2008,5,94
"Python",2008,6,108
"Python",2008,7,125
"Python",2008,8,178
"Python",2008,9,209
"Python",2008,10,205
"Python",2008,11,298
"Python",2008,12,396
"Python",2009,1,463
"Python",2009,2,614
"Python",2009,3,727
"Python",2009,4,677
"Python",2009,5,755
"Python",2009,6,780
"Python",2009,7,932
"Python",2009,8,937
"Python",2009,9,1094
"Python",2009,10,1207
"Python",2009,11,1176
"Python",2009,12,1210
"Python",2010,1,1565
"Python",2010,2,1505
"Python",2010,3,1733
"Python",2010,4,1825
"Python",2010,5,1834
"Python",2010,6,1959
"Python",2010,7,2247
"Python",2010,8,2531
"Python",2010,9,2670
"Python",2010,10,2997
"Python",2010,11,3233
"Python",2010,12,3276
"Python",2011,1,3611
"Python",2011,2,4111
"Python",2011,3,5139
"Python",2011,4,5502
"Python",2011,5,5395
"Python",2011,6,5971
"Python",2011,7,6243
"Python",2011,8,5485
"Python",2011,9,4656
"Python",2011,10,4834
"Python",2011,11,5310
"Python",2011,12,5383
"Python",2012,1,7420
"Python",2012,2,9007
"Python",2012,3,10617
"Python",2012,4,11041
"Python",2012,5,12305
"Python",2012,6,12897
"Python",2012,7,13653
"Python",2012,8,18605
"Python",2012,9,18954
"Python",2012,10,13404
"Python",2012,11,16702
"Python",2012,12,16543
"Python",2013,1,19712
"Python",2013,2,24997
"Python",2013,3,28040
"Python",2013,4,26252
"Python",2013,5,30369
"Python",2013,6,29070
"Python",2013,7,34767
"Python",2013,8,35469
"Python",2013,9,32117
"Python",2013,10,37375
"Python",2013,11,38899
"Python",2013,12,35386
"Python",2014,1,39819
"Python",2014,2,41768
"Python",2014,3,49134
"Python",2014,4,45654
"Python",2014,5,37042
"Python",2014,6,28659
"Python",2014,7,27896
"Python",2014,8,25929
"Python",2014,9,25512
"Python",2014,10,33999
"Python",2014,11,35890
"Python",2014,12,48308
"Python",2015,1,65929
"Python",2015,2,62598
"Python",2015,3,76825
"Python",2015,4,77685
"Python",2015,5,74327
"Python",2015,6,73887
"Python",2015,7,45328
"Python",2015,8,48673
"Python",2015,9,55339
"Python",2015,10,59712
"Python",2015,11,54236
"Python",2015,12,53878
"Python",2016,1,61155
"Python",2016,2,33739
"Python",2016,3,28819
"Python",2016,4,41748
"Python",2016,5,40557
"Python",2016,6,71066
"Python",2016,7,88360
"Python",2016,8,89899
"Python",2016,9,80913
"Python",2016,10,100456
"Python",2016,11,85126
"Python",2016,12,106768
"Python",2017,1,93071
"Python",2017,2,125264
"Python",2017,3,117475
"Python",2017,4,87400
"QMake",2011,11,1
"QMake",2012,12,1
"QMake",2013,11,1
"QMake",2013,12,1
"QMake",2014,2,3
"QMake",2014,3,2
"QMake",2014,4,1
"QMake",2014,6,3
"QMake",2014,7,1
"QMake",2014,8,2
"QMake",2014,10,3
"QMake",2014,11,3
"QMake",2014,12,1
"QMake",2015,1,2
"QMake",2015,2,9
"QMake",2015,3,66
"QMake",2015,4,42
"QMake",2015,5,47
"QMake",2015,6,37
"QMake",2015,7,32
"QMake",2015,8,34
"QMake",2015,9,54
"QMake",2015,10,39
"QMake",2015,11,40
"QMake",2015,12,32
"QMake",2016,1,32
"QMake",2016,2,11
"QMake",2016,3,9
"QMake",2016,4,28
"QMake",2016,5,20
"QMake",2016,6,16
"QMake",2016,7,19
"QMake",2016,8,17
"QMake",2016,9,14
"QMake",2016,10,21
"QMake",2016,11,14
"QMake",2016,12,57
"QMake",2017,1,32
"QMake",2017,2,69
"QMake",2017,3,47
"QMake",2017,4,16
"QML",2010,3,1
"QML",2010,10,1
"QML",2011,4,1
"QML",2011,6,1
"QML",2011,7,2
"QML",2011,11,1
"QML",2011,12,3
"QML",2012,1,3
"QML",2012,3,1
"QML",2012,4,1
"QML",2012,5,3
"QML",2012,6,2
"QML",2012,7,3
"QML",2012,8,4
"QML",2012,9,1
"QML",2012,10,1
"QML",2012,11,7
"QML",2012,12,3
"QML",2013,1,5
"QML",2013,2,3
"QML",2013,3,2
"QML",2013,4,1
"QML",2013,5,7
"QML",2013,6,7
"QML",2013,7,8
"QML",2013,8,14
"QML",2013,9,4
"QML",2013,10,4
"QML",2013,11,13
"QML",2013,12,8
"QML",2014,1,29
"QML",2014,2,23
"QML",2014,3,20
"QML",2014,4,20
"QML",2014,5,18
"QML",2014,6,16
"QML",2014,7,16
"QML",2014,8,27
"QML",2014,9,25
"QML",2014,10,33
"QML",2014,11,43
"QML",2014,12,42
"QML",2015,1,49
"QML",2015,2,149
"QML",2015,3,326
"QML",2015,4,283
"QML",2015,5,276
"QML",2015,6,301
"QML",2015,7,168
"QML",2015,8,167
"QML",2015,9,211
"QML",2015,10,200
"QML",2015,11,171
"QML",2015,12,208
"QML",2016,1,208
"QML",2016,2,94
"QML",2016,3,91
"QML",2016,4,157
"QML",2016,5,108
"QML",2016,6,230
"QML",2016,7,228
"QML",2016,8,259
"QML",2016,9,189
"QML",2016,10,217
"QML",2016,11,203
"QML",2016,12,278
"QML",2017,1,229
"QML",2017,2,272
"QML",2017,3,256
"QML",2017,4,247
"R",2008,4,1
"R",2008,5,6
"R",2008,8,5
"R",2008,9,3
"R",2008,10,1
"R",2008,11,2
"R",2009,1,2
"R",2009,2,5
"R",2009,3,6
"R",2009,4,6
"R",2009,5,7
"R",2009,6,4
"R",2009,7,6
"R",2009,8,8
"R",2009,9,5
"R",2009,10,16
"R",2009,11,9
"R",2009,12,8
"R",2010,1,9
"R",2010,2,9
"R",2010,3,20
"R",2010,4,14
"R",2010,5,17
"R",2010,6,22
"R",2010,7,20
"R",2010,8,22
"R",2010,9,33
"R",2010,10,53
"R",2010,11,59
"R",2010,12,53
"R",2011,1,51
"R",2011,2,63
"R",2011,3,75
"R",2011,4,74
"R",2011,5,86
"R",2011,6,70
"R",2011,7,105
"R",2011,8,65
"R",2011,9,74
"R",2011,10,90
"R",2011,11,111
"R",2011,12,104
"R",2012,1,162
"R",2012,2,194
"R",2012,3,187
"R",2012,4,241
"R",2012,5,252
"R",2012,6,245
"R",2012,7,309
"R",2012,8,381
"R",2012,9,464
"R",2012,10,332
"R",2012,11,371
"R",2012,12,391
"R",2013,1,533
"R",2013,2,700
"R",2013,3,825
"R",2013,4,798
"R",2013,5,903
"R",2013,6,870
"R",2013,7,978
"R",2013,8,1008
"R",2013,9,1055
"R",2013,10,1373
"R",2013,11,1506
"R",2013,12,1208
"R",2014,1,2285
"R",2014,2,2004
"R",2014,3,7154
"R",2014,4,9735
"R",2014,5,11279
"R",2014,6,9904
"R",2014,7,10499
"R",2014,8,9665
"R",2014,9,6921
"R",2014,10,8359
"R",2014,11,7853
"R",2014,12,10949
"R",2015,1,16748
"R",2015,2,15507
"R",2015,3,15832
"R",2015,4,15367
"R",2015,5,14722
"R",2015,6,14852
"R",2015,7,11977
"R",2015,8,10911
"R",2015,9,10759
"R",2015,10,9243
"R",2015,11,6841
"R",2015,12,8691
"R",2016,1,9809
"R",2016,2,6442
"R",2016,3,4734
"R",2016,4,5571
"R",2016,5,5012
"R",2016,6,5751
"R",2016,7,7115
"R",2016,8,6703
"R",2016,9,5126
"R",2016,10,7726
"R",2016,11,5467
"R",2016,12,8235
"R",2017,1,7427
"R",2017,2,9454
"R",2017,3,7133
"R",2017,4,5693
"Racket",2008,10,1
"Racket",2009,3,2
"Racket",2009,5,1
"Racket",2009,8,2
"Racket",2010,1,1
"Racket",2010,2,1
"Racket",2010,3,1
"Racket",2010,4,17
"Racket",2010,5,6
"Racket",2010,6,1
"Racket",2010,7,6
"Racket",2010,8,11
"Racket",2010,9,9
"Racket",2010,10,28
"Racket",2010,11,22
"Racket",2010,12,17
"Racket",2011,1,12
"Racket",2011,2,15
"Racket",2011,3,9
"Racket",2011,4,18
"Racket",2011,5,26
"Racket",2011,6,20
"Racket",2011,7,27
"Racket",2011,8,27
"Racket",2011,9,14
"Racket",2011,10,23
"Racket",2011,11,18
"Racket",2011,12,17
"Racket",2012,1,32
"Racket",2012,2,51
"Racket",2012,3,45
"Racket",2012,4,47
"Racket",2012,5,31
"Racket",2012,6,29
"Racket",2012,7,26
"Racket",2012,8,100
"Racket",2012,9,77
"Racket",2012,10,76
"Racket",2012,11,77
"Racket",2012,12,72
"Racket",2013,1,155
"Racket",2013,2,127
"Racket",2013,3,130
"Racket",2013,4,109
"Racket",2013,5,145
"Racket",2013,6,141
"Racket",2013,7,133
"Racket",2013,8,178
"Racket",2013,9,229
"Racket",2013,10,190
"Racket",2013,11,179
"Racket",2013,12,141
"Racket",2014,1,148
"Racket",2014,2,133
"Racket",2014,3,176
"Racket",2014,4,186
"Racket",2014,5,124
"Racket",2014,6,97
"Racket",2014,7,87
"Racket",2014,8,96
"Racket",2014,9,166
"Racket",2014,10,140
"Racket",2014,11,150
"Racket",2014,12,252
"Racket",2015,1,231
"Racket",2015,2,193
"Racket",2015,3,313
"Racket",2015,4,360
"Racket",2015,5,259
"Racket",2015,6,163
"Racket",2015,7,158
"Racket",2015,8,216
"Racket",2015,9,229
"Racket",2015,10,271
"Racket",2015,11,218
"Racket",2015,12,222
"Racket",2016,1,219
"Racket",2016,2,115
"Racket",2016,3,118
"Racket",2016,4,144
"Racket",2016,5,96
"Racket",2016,6,92
"Racket",2016,7,121
"Racket",2016,8,111
"Racket",2016,9,118
"Racket",2016,10,179
"Racket",2016,11,125
"Racket",2016,12,165
"Racket",2017,1,162
"Racket",2017,2,231
"Racket",2017,3,140
"Racket",2017,4,144
"Ragel",2017,1,1
"Ragel",2017,2,4
"Ragel",2017,3,2
"Ragel in Ruby Host",2008,4,1
"Ragel in Ruby Host",2008,6,1
"Ragel in Ruby Host",2009,4,1
"Ragel in Ruby Host",2009,6,1
"Ragel in Ruby Host",2009,9,2
"Ragel in Ruby Host",2009,12,3
"Ragel in Ruby Host",2010,3,1
"Ragel in Ruby Host",2010,7,1
"Ragel in Ruby Host",2010,9,1
"Ragel in Ruby Host",2010,10,2
"Ragel in Ruby Host",2011,4,1
"Ragel in Ruby Host",2011,6,2
"Ragel in Ruby Host",2011,7,1
"Ragel in Ruby Host",2011,8,4
"Ragel in Ruby Host",2011,10,2
"Ragel in Ruby Host",2011,12,1
"Ragel in Ruby Host",2012,3,1
"Ragel in Ruby Host",2012,4,1
"Ragel in Ruby Host",2012,6,1
"Ragel in Ruby Host",2012,8,1
"Ragel in Ruby Host",2012,9,2
"Ragel in Ruby Host",2012,12,1
"Ragel in Ruby Host",2013,2,2
"Ragel in Ruby Host",2013,4,2
"Ragel in Ruby Host",2013,5,4
"Ragel in Ruby Host",2013,6,6
"Ragel in Ruby Host",2013,7,2
"Ragel in Ruby Host",2013,8,3
"Ragel in Ruby Host",2013,9,4
"Ragel in Ruby Host",2013,10,2
"Ragel in Ruby Host",2013,11,3
"Ragel in Ruby Host",2013,12,5
"Ragel in Ruby Host",2014,1,7
"Ragel in Ruby Host",2014,2,9
"Ragel in Ruby Host",2014,3,7
"Ragel in Ruby Host",2014,4,3
"Ragel in Ruby Host",2014,5,3
"Ragel in Ruby Host",2014,6,6
"Ragel in Ruby Host",2014,7,1
"Ragel in Ruby Host",2014,8,3
"Ragel in Ruby Host",2014,10,1
"Ragel in Ruby Host",2014,11,1
"Ragel in Ruby Host",2014,12,1
"Ragel in Ruby Host",2015,1,7
"Ragel in Ruby Host",2015,2,3
"Ragel in Ruby Host",2015,3,4
"Ragel in Ruby Host",2015,4,3
"Ragel in Ruby Host",2015,5,4
"Ragel in Ruby Host",2015,6,16
"Ragel in Ruby Host",2015,7,2
"Ragel in Ruby Host",2015,8,3
"Ragel in Ruby Host",2015,10,2
"Ragel in Ruby Host",2015,12,3
"Ragel in Ruby Host",2016,3,1
"Ragel in Ruby Host",2016,4,2
"Ragel in Ruby Host",2016,5,1
"Ragel in Ruby Host",2016,6,3
"Ragel in Ruby Host",2016,7,2
"Ragel in Ruby Host",2016,8,3
"Ragel in Ruby Host",2016,9,2
"Ragel in Ruby Host",2016,10,1
"Ragel in Ruby Host",2016,12,3
"Ragel in Ruby Host",2017,1,1
"RAML",2013,6,2
"RAML",2013,12,2
"RAML",2014,1,2
"RAML",2014,3,1
"RAML",2014,4,1
"RAML",2014,5,1
"RAML",2014,6,3
"RAML",2014,7,2
"RAML",2014,9,2
"RAML",2014,10,1
"RAML",2014,11,1
"RAML",2015,2,3
"RAML",2015,3,5
"RAML",2015,4,2
"RAML",2015,5,3
"RAML",2015,6,2
"RAML",2015,7,6
"RAML",2015,8,12
"RAML",2015,9,26
"RAML",2015,10,35
"RAML",2015,11,21
"RAML",2015,12,26
"RAML",2016,1,24
"RAML",2016,2,24
"RAML",2016,3,20
"RAML",2016,4,29
"RAML",2016,5,27
"RAML",2016,6,38
"RAML",2016,7,42
"RAML",2016,8,53
"RAML",2016,9,30
"RAML",2016,10,41
"RAML",2016,11,31
"RAML",2016,12,67
"RAML",2017,1,33
"RAML",2017,2,61
"RAML",2017,3,58
"RAML",2017,4,47
"Rascal",2016,7,3
"Rascal",2016,12,6
"Rascal",2017,1,8
"Rascal",2017,2,10
"Rascal",2017,3,9
"Rascal",2017,4,8
"REALbasic",2009,10,1
"REALbasic",2010,4,1
"REALbasic",2010,10,1
"REALbasic",2011,2,1
"REALbasic",2011,3,1
"REALbasic",2011,7,1
"REALbasic",2011,8,1
"REALbasic",2012,4,1
"REALbasic",2012,6,2
"REALbasic",2012,7,1
"REALbasic",2012,8,2
"REALbasic",2012,9,4
"REALbasic",2012,10,5
"REALbasic",2012,11,3
"REALbasic",2012,12,2
"REALbasic",2013,2,1
"REALbasic",2013,5,3
"REALbasic",2013,7,3
"REALbasic",2013,8,4
"REALbasic",2013,10,1
"REALbasic",2013,12,1
"REALbasic",2014,2,19
"REALbasic",2014,3,6
"REALbasic",2014,4,2
"REALbasic",2014,5,4
"REALbasic",2014,6,4
"REALbasic",2014,8,1
"REALbasic",2014,10,1
"REALbasic",2014,11,3
"REALbasic",2014,12,6
"REALbasic",2015,1,5
"REALbasic",2015,2,19
"REALbasic",2015,3,8
"REALbasic",2015,4,6
"REALbasic",2015,5,4
"REALbasic",2015,6,7
"REALbasic",2015,7,1
"REALbasic",2015,9,1
"REALbasic",2015,10,3
"REALbasic",2015,11,3
"REALbasic",2016,1,2
"REALbasic",2016,2,1
"REALbasic",2016,3,4
"REALbasic",2016,5,1
"REALbasic",2016,6,6
"REALbasic",2016,7,1
"REALbasic",2016,8,5
"REALbasic",2016,9,5
"REALbasic",2016,10,6
"REALbasic",2016,11,3
"REALbasic",2016,12,1
"REALbasic",2017,1,2
"REALbasic",2017,2,2
"REALbasic",2017,3,6
"REALbasic",2017,4,2
"Rebol",2009,6,1
"Rebol",2009,11,1
"Rebol",2009,12,1
"Rebol",2010,1,2
"Rebol",2010,2,1
"Rebol",2010,6,1
"Rebol",2010,7,1
"Rebol",2010,10,1
"Rebol",2010,11,1
"Rebol",2010,12,2
"Rebol",2011,3,1
"Rebol",2011,4,1
"Rebol",2011,7,1
"Rebol",2011,10,1
"Rebol",2011,11,1
"Rebol",2012,1,2
"Rebol",2012,2,7
"Rebol",2012,3,8
"Rebol",2012,4,1
"Rebol",2012,5,12
"Rebol",2012,6,3
"Rebol",2012,8,6
"Rebol",2012,9,20
"Rebol",2012,10,4
"Rebol",2012,11,7
"Rebol",2013,1,2
"Rebol",2013,2,5
"Rebol",2013,3,10
"Rebol",2013,4,8
"Rebol",2013,5,8
"Rebol",2013,6,8
"Rebol",2013,7,9
"Rebol",2013,8,6
"Rebol",2013,9,11
"Rebol",2013,10,4
"Rebol",2013,11,4
"Rebol",2013,12,6
"Rebol",2014,1,9
"Rebol",2014,2,9
"Rebol",2014,3,26
"Rebol",2014,4,20
"Rebol",2014,5,48
"Rebol",2014,6,10
"Rebol",2014,7,17
"Rebol",2014,8,9
"Rebol",2014,9,15
"Rebol",2014,10,8
"Rebol",2014,11,9
"Rebol",2014,12,14
"Rebol",2015,1,16
"Rebol",2015,2,11
"Rebol",2015,3,88
"Rebol",2015,4,73
"Rebol",2015,5,64
"Rebol",2015,6,62
"Rebol",2015,7,56
"Rebol",2015,8,35
"Rebol",2015,9,54
"Rebol",2015,10,28
"Rebol",2015,11,20
"Rebol",2015,12,37
"Rebol",2016,1,43
"Rebol",2016,2,21
"Rebol",2016,3,17
"Rebol",2016,4,17
"Rebol",2016,5,9
"Rebol",2016,6,10
"Rebol",2016,7,19
"Rebol",2016,8,26
"Rebol",2016,9,23
"Rebol",2016,10,13
"Rebol",2016,11,7
"Rebol",2016,12,25
"Rebol",2017,1,14
"Rebol",2017,2,59
"Rebol",2017,3,16
"Rebol",2017,4,11
"Red",2011,3,1
"Red",2011,8,1
"Red",2011,9,1
"Red",2012,5,1
"Red",2013,1,1
"Red",2013,3,1
"Red",2013,7,1
"Red",2013,9,3
"Red",2013,12,1
"Red",2014,2,1
"Red",2014,4,3
"Red",2014,5,5
"Red",2014,6,3
"Red",2014,7,1
"Red",2014,9,2
"Red",2014,10,1
"Red",2014,12,2
"Red",2015,1,4
"Red",2015,2,4
"Red",2015,3,7
"Red",2015,4,4
"Red",2015,5,4
"Red",2015,6,8
"Red",2015,7,1
"Red",2015,8,9
"Red",2015,9,3
"Red",2015,10,8
"Red",2015,11,3
"Red",2015,12,5
"Red",2016,1,4
"Red",2016,2,2
"Red",2016,3,6
"Red",2016,4,5
"Red",2016,5,3
"Red",2016,6,15
"Red",2016,7,17
"Red",2016,8,12
"Red",2016,9,10
"Red",2016,10,9
"Red",2016,11,4
"Red",2016,12,4
"Red",2017,1,7
"Red",2017,2,7
"Red",2017,3,29
"Red",2017,4,15
"Redcode",2014,5,1
"Redcode",2015,3,1
"Redcode",2015,5,2
"Redcode",2015,6,1
"Redcode",2017,1,1
"Redcode",2017,2,1
"Ren'Py",2014,12,1
"Ren'Py",2015,2,1
"Ren'Py",2016,2,1
"Ren'Py",2016,3,3
"Ren'Py",2016,4,13
"Ren'Py",2016,5,9
"Ren'Py",2016,6,13
"Ren'Py",2016,7,25
"Ren'Py",2016,8,15
"Ren'Py",2016,9,5
"Ren'Py",2016,10,11
