language,year,month,created_repos
\N,2008,1,5
\N,2008,2,44
\N,2008,3,62
\N,2008,4,205
\N,2008,5,170
\N,2008,6,236
\N,2008,7,337
\N,2008,8,419
\N,2008,9,689
\N,2008,10,897
\N,2008,11,921
\N,2008,12,1415
\N,2009,1,1728
\N,2009,2,1844
\N,2009,3,1428
\N,2009,4,2516
\N,2009,5,1732
\N,2009,6,1624
\N,2009,7,1694
\N,2009,8,1963
\N,2009,9,2056
\N,2009,10,2614
\N,2009,11,3031
\N,2009,12,2598
\N,2010,1,2904
\N,2010,2,3113
\N,2010,3,4135
\N,2010,4,3408
\N,2010,5,3654
\N,2010,6,3946
\N,2010,7,4280
\N,2010,8,4835
\N,2010,9,5939
\N,2010,10,6810
\N,2010,11,7287
\N,2010,12,6729
\N,2011,1,8341
\N,2011,2,9393
\N,2011,3,10787
\N,2011,4,11086
\N,2011,5,11718
\N,2011,6,13381
\N,2011,7,12662
\N,2011,8,8248
\N,2011,9,2965
\N,2011,10,3178
\N,2011,11,3607
\N,2011,12,3739
\N,2012,1,7594
\N,2012,2,7970
\N,2012,3,9617
\N,2012,4,9569
\N,2012,5,10443
\N,2012,6,11576
\N,2012,7,31661
\N,2012,8,31992
\N,2012,9,35510
\N,2012,10,13852
\N,2012,11,24254
\N,2012,12,24970
\N,2013,1,41735
\N,2013,2,57374
\N,2013,3,55160
\N,2013,4,35265
\N,2013,5,57525
\N,2013,6,48483
\N,2013,7,55123
\N,2013,8,55782
\N,2013,9,49837
\N,2013,10,68546
\N,2013,11,75191
\N,2013,12,61126
\N,2014,1,73692
\N,2014,2,71042
\N,2014,3,91112
\N,2014,4,96421
\N,2014,5,66645
\N,2014,6,75799
\N,2014,7,116598
\N,2014,8,102857
\N,2014,9,101584
\N,2014,10,129875
\N,2014,11,164723
\N,2014,12,223387
\N,2015,1,380137
\N,2015,2,329219
\N,2015,3,329984
\N,2015,4,352545
\N,2015,5,323420
\N,2015,6,316925
\N,2015,7,151678
\N,2015,8,197547
\N,2015,9,243649
\N,2015,10,309128
\N,2015,11,299482
\N,2015,12,318497
\N,2016,1,383875
\N,2016,2,787877
\N,2016,3,1023753
\N,2016,4,757050
\N,2016,5,1112060
\N,2016,6,988071
\N,2016,7,698883
\N,2016,8,964931
\N,2016,9,1269965
\N,2016,10,1109525
\N,2016,11,1375882
\N,2016,12,533166
\N,2017,1,1244736
\N,2017,2,832015
\N,2017,3,1495591
\N,2017,4,1605483
\N,2017,5,1
"1C Enterprise",2016,1,1
"1C Enterprise",2016,4,1
"1C Enterprise",2016,7,1
"1C Enterprise",2016,8,6
"1C Enterprise",2016,9,44
"1C Enterprise",2016,10,59
"1C Enterprise",2016,11,51
"1C Enterprise",2016,12,85
"1C Enterprise",2017,1,65
"1C Enterprise",2017,2,76
"1C Enterprise",2017,3,69
"1C Enterprise",2017,4,43
"ABAP",2012,5,1
"ABAP",2013,3,3
"ABAP",2013,4,4
"ABAP",2013,5,3
"ABAP",2013,6,2
"ABAP",2013,7,3
"ABAP",2013,9,2
"ABAP",2013,10,3
"ABAP",2013,11,3
"ABAP",2013,12,2
"ABAP",2014,1,4
"ABAP",2014,2,14
"ABAP",2014,3,7
"ABAP",2014,4,3
"ABAP",2014,5,5
"ABAP",2014,6,4
"ABAP",2014,7,9
"ABAP",2014,8,3
"ABAP",2014,9,4
"ABAP",2014,10,5
"ABAP",2014,11,3
"ABAP",2014,12,8
"ABAP",2015,1,4
"ABAP",2015,2,5
"ABAP",2015,3,19
"ABAP",2015,4,15
"ABAP",2015,5,9
"ABAP",2015,6,4
"ABAP",2015,7,13
"ABAP",2015,8,3
"ABAP",2015,9,10
"ABAP",2015,10,11
"ABAP",2015,11,14
"ABAP",2015,12,10
"ABAP",2016,1,13
"ABAP",2016,2,10
"ABAP",2016,3,8
"ABAP",2016,4,5
"ABAP",2016,5,8
"ABAP",2016,6,32
"ABAP",2016,7,11
"ABAP",2016,8,18
"ABAP",2016,9,23
"ABAP",2016,10,30
"ABAP",2016,11,22
"ABAP",2016,12,28
"ABAP",2017,1,46
"ABAP",2017,2,29
"ABAP",2017,3,39
"ABAP",2017,4,28
"ActionScript",2008,1,1
"ActionScript",2008,4,6
"ActionScript",2008,5,7
"ActionScript",2008,6,11
"ActionScript",2008,7,9
"ActionScript",2008,8,13
"ActionScript",2008,9,17
"ActionScript",2008,10,18
"ActionScript",2008,11,20
"ActionScript",2008,12,22
"ActionScript",2009,1,21
"ActionScript",2009,2,37
"ActionScript",2009,3,47
"ActionScript",2009,4,35
"ActionScript",2009,5,55
"ActionScript",2009,6,58
"ActionScript",2009,7,61
"ActionScript",2009,8,63
"ActionScript",2009,9,92
"ActionScript",2009,10,154
"ActionScript",2009,11,163
"ActionScript",2009,12,110
"ActionScript",2010,1,172
"ActionScript",2010,2,144
"ActionScript",2010,3,195
"ActionScript",2010,4,150
"ActionScript",2010,5,151
"ActionScript",2010,6,159
"ActionScript",2010,7,180
"ActionScript",2010,8,187
"ActionScript",2010,9,225
"ActionScript",2010,10,254
"ActionScript",2010,11,236
"ActionScript",2010,12,225
"ActionScript",2011,1,235
"ActionScript",2011,2,253
"ActionScript",2011,3,316
"ActionScript",2011,4,355
"ActionScript",2011,5,355
"ActionScript",2011,6,355
"ActionScript",2011,7,388
"ActionScript",2011,8,273
"ActionScript",2011,9,218
"ActionScript",2011,10,250
"ActionScript",2011,11,205
"ActionScript",2011,12,217
"ActionScript",2012,1,301
"ActionScript",2012,2,317
"ActionScript",2012,3,444
"ActionScript",2012,4,471
"ActionScript",2012,5,501
"ActionScript",2012,6,567
"ActionScript",2012,7,499
"ActionScript",2012,8,887
"ActionScript",2012,9,814
"ActionScript",2012,10,503
"ActionScript",2012,11,770
"ActionScript",2012,12,727
"ActionScript",2013,1,812
"ActionScript",2013,2,913
"ActionScript",2013,3,1063
"ActionScript",2013,4,839
"ActionScript",2013,5,966
"ActionScript",2013,6,918
"ActionScript",2013,7,1123
"ActionScript",2013,8,1120
"ActionScript",2013,9,900
"ActionScript",2013,10,1117
"ActionScript",2013,11,1095
"ActionScript",2013,12,936
"ActionScript",2014,1,954
"ActionScript",2014,2,875
"ActionScript",2014,3,947
"ActionScript",2014,4,900
"ActionScript",2014,5,663
"ActionScript",2014,6,359
"ActionScript",2014,7,355
"ActionScript",2014,8,369
"ActionScript",2014,9,278
"ActionScript",2014,10,371
"ActionScript",2014,11,402
"ActionScript",2014,12,683
"ActionScript",2015,1,794
"ActionScript",2015,2,759
"ActionScript",2015,3,1156
"ActionScript",2015,4,828
"ActionScript",2015,5,720
"ActionScript",2015,6,746
"ActionScript",2015,7,355
"ActionScript",2015,8,399
"ActionScript",2015,9,319
"ActionScript",2015,10,301
"ActionScript",2015,11,354
"ActionScript",2015,12,279
"ActionScript",2016,1,321
"ActionScript",2016,2,112
"ActionScript",2016,3,103
"ActionScript",2016,4,161
"ActionScript",2016,5,202
"ActionScript",2016,6,372
"ActionScript",2016,7,396
"ActionScript",2016,8,438
"ActionScript",2016,9,316
"ActionScript",2016,10,339
"ActionScript",2016,11,337
"ActionScript",2016,12,403
"ActionScript",2017,1,304
"ActionScript",2017,2,331
"ActionScript",2017,3,337
"ActionScript",2017,4,236
"Ada",2009,2,1
"Ada",2009,12,3
"Ada",2010,3,1
"Ada",2010,6,1
"Ada",2010,10,7
"Ada",2010,11,9
"Ada",2010,12,3
"Ada",2011,1,11
"Ada",2011,2,13
"Ada",2011,3,8
"Ada",2011,4,6
"Ada",2011,5,6
"Ada",2011,6,6
"Ada",2011,7,4
"Ada",2011,8,6
"Ada",2011,9,5
"Ada",2011,10,8
"Ada",2011,11,8
"Ada",2011,12,6
"Ada",2012,1,7
"Ada",2012,2,8
"Ada",2012,3,3
"Ada",2012,4,15
"Ada",2012,5,7
"Ada",2012,6,14
"Ada",2012,7,4
"Ada",2012,8,5
"Ada",2012,9,9
"Ada",2012,10,12
"Ada",2012,11,24
"Ada",2012,12,17
"Ada",2013,1,17
"Ada",2013,2,21
"Ada",2013,3,15
"Ada",2013,4,19
"Ada",2013,5,20
"Ada",2013,6,14
"Ada",2013,7,25
"Ada",2013,8,20
"Ada",2013,9,23
"Ada",2013,10,36
"Ada",2013,11,29
"Ada",2013,12,21
"Ada",2014,1,24
"Ada",2014,2,46
"Ada",2014,3,36
"Ada",2014,4,46
"Ada",2014,5,22
"Ada",2014,6,17
"Ada",2014,7,12
"Ada",2014,8,20
"Ada",2014,9,22
"Ada",2014,10,31
"Ada",2014,11,22
"Ada",2014,12,32
"Ada",2015,1,48
"Ada",2015,2,46
"Ada",2015,3,70
"Ada",2015,4,53
"Ada",2015,5,31
"Ada",2015,6,39
"Ada",2015,7,27
"Ada",2015,8,20
"Ada",2015,9,53
"Ada",2015,10,80
"Ada",2015,11,38
"Ada",2015,12,35
"Ada",2016,1,52
"Ada",2016,2,36
"Ada",2016,3,17
"Ada",2016,4,22
"Ada",2016,5,16
"Ada",2016,6,19
"Ada",2016,7,29
"Ada",2016,8,17
"Ada",2016,9,40
"Ada",2016,10,56
"Ada",2016,11,21
"Ada",2016,12,36
"Ada",2017,1,47
"Ada",2017,2,53
"Ada",2017,3,55
"Ada",2017,4,21
"Agda",2010,9,2
"Agda",2010,11,1
"Agda",2011,2,2
"Agda",2011,7,1
"Agda",2011,10,1
"Agda",2011,11,1
"Agda",2012,1,2
"Agda",2012,2,2
"Agda",2012,3,1
"Agda",2012,4,2
"Agda",2012,6,1
"Agda",2012,9,4
"Agda",2012,11,1
"Agda",2013,1,5
"Agda",2013,2,4
"Agda",2013,4,2
"Agda",2013,5,5
"Agda",2013,6,2
"Agda",2013,7,5
"Agda",2013,8,3
"Agda",2013,9,4
"Agda",2013,10,2
"Agda",2013,11,12
"Agda",2013,12,16
"Agda",2014,1,22
"Agda",2014,2,38
"Agda",2014,3,23
"Agda",2014,4,13
"Agda",2014,5,20
"Agda",2014,6,25
"Agda",2014,7,12
"Agda",2014,8,7
"Agda",2014,9,16
"Agda",2014,10,29
"Agda",2014,11,17
"Agda",2014,12,29
"Agda",2015,1,23
"Agda",2015,2,26
"Agda",2015,3,32
"Agda",2015,4,37
"Agda",2015,5,49
"Agda",2015,6,35
"Agda",2015,7,23
"Agda",2015,8,12
"Agda",2015,9,23
"Agda",2015,10,21
"Agda",2015,11,22
"Agda",2015,12,19
"Agda",2016,1,21
"Agda",2016,2,11
"Agda",2016,3,16
"Agda",2016,4,16
"Agda",2016,5,30
"Agda",2016,6,27
"Agda",2016,7,16
"Agda",2016,8,18
"Agda",2016,9,13
"Agda",2016,10,18
"Agda",2016,11,15
"Agda",2016,12,20
"Agda",2017,1,19
"Agda",2017,2,24
"Agda",2017,3,21
"Agda",2017,4,12
"AGS Script",2008,11,1
"AGS Script",2009,4,3
"AGS Script",2009,5,1
"AGS Script",2010,5,1
"AGS Script",2011,1,1
"AGS Script",2011,8,2
"AGS Script",2011,9,1
"AGS Script",2011,10,1
"AGS Script",2012,1,3
"AGS Script",2012,3,1
"AGS Script",2012,4,3
"AGS Script",2012,5,2
"AGS Script",2012,6,2
"AGS Script",2012,7,1
"AGS Script",2012,9,1
"AGS Script",2012,10,3
"AGS Script",2012,11,5
"AGS Script",2012,12,1
"AGS Script",2013,2,2
"AGS Script",2013,3,6
"AGS Script",2013,5,3
"AGS Script",2013,6,3
"AGS Script",2013,7,2
"AGS Script",2013,8,2
"AGS Script",2013,9,1
"AGS Script",2013,10,1
"AGS Script",2013,11,3
"AGS Script",2013,12,2
"AGS Script",2014,1,3
"AGS Script",2014,2,1
"AGS Script",2014,3,10
"AGS Script",2014,4,7
"AGS Script",2014,5,8
"AGS Script",2014,6,5
"AGS Script",2014,7,12
"AGS Script",2014,8,17
"AGS Script",2014,9,52
"AGS Script",2014,10,78
"AGS Script",2014,11,85
"AGS Script",2014,12,103
"AGS Script",2015,1,100
"AGS Script",2015,2,64
"AGS Script",2015,3,38
"AGS Script",2015,4,48
"AGS Script",2015,5,38
"AGS Script",2015,6,37
"AGS Script",2015,7,24
"AGS Script",2015,8,18
"AGS Script",2015,9,21
"AGS Script",2015,10,18
"AGS Script",2015,11,20
"AGS Script",2015,12,14
"AGS Script",2016,1,15
"AGS Script",2016,2,8
"AGS Script",2016,3,6
"AGS Script",2016,4,13
"AGS Script",2016,5,14
"AGS Script",2016,6,16
"AGS Script",2016,7,21
"AGS Script",2016,8,23
"AGS Script",2016,9,24
"AGS Script",2016,10,22
"AGS Script",2016,11,14
"AGS Script",2016,12,20
"AGS Script",2017,1,12
"AGS Script",2017,2,39
"AGS Script",2017,3,13
"AGS Script",2017,4,26
"Alloy",2014,1,2
"Alloy",2014,3,3
"Alloy",2014,4,4
"Alloy",2014,5,14
"Alloy",2014,6,6
"Alloy",2014,7,4
"Alloy",2014,8,3
"Alloy",2014,9,1
"Alloy",2014,11,2
"Alloy",2014,12,3
"Alloy",2015,1,1
"Alloy",2015,2,17
"Alloy",2015,3,13
"Alloy",2015,4,8
"Alloy",2015,5,10
"Alloy",2015,6,5
"Alloy",2015,7,7
"Alloy",2015,8,1
"Alloy",2015,9,2
"Alloy",2015,10,35
"Alloy",2015,11,3
"Alloy",2015,12,2
"Alloy",2016,1,5
"Alloy",2016,2,3
"Alloy",2016,3,1
"Alloy",2016,4,6
"Alloy",2016,5,6
"Alloy",2016,6,1
"Alloy",2016,7,3
"Alloy",2016,8,5
"Alloy",2016,9,5
"Alloy",2016,10,4
"Alloy",2016,11,6
"Alloy",2016,12,6
"Alloy",2017,1,2
"Alloy",2017,2,7
"Alloy",2017,3,7
"Alloy",2017,4,4
"AMPL",2012,1,1
"AMPL",2012,4,2
"AMPL",2013,6,1
"AMPL",2013,8,1
"AMPL",2013,12,2
"AMPL",2014,2,2
"AMPL",2014,4,3
"AMPL",2014,5,3
"AMPL",2014,6,1
"AMPL",2014,7,1
"AMPL",2014,8,2
"AMPL",2014,9,1
"AMPL",2014,10,1
"AMPL",2014,12,2
"AMPL",2015,1,3
"AMPL",2015,2,1
"AMPL",2015,3,4
"AMPL",2015,4,6
"AMPL",2015,5,2
"AMPL",2015,6,5
"AMPL",2015,7,10
"AMPL",2015,8,21
"AMPL",2015,9,20
"AMPL",2015,10,20
"AMPL",2015,11,26
"AMPL",2015,12,12
"AMPL",2016,1,22
"AMPL",2016,2,7
"AMPL",2016,3,11
"AMPL",2016,4,12
"AMPL",2016,5,35
"AMPL",2016,6,31
"AMPL",2016,7,28
"AMPL",2016,8,19
"AMPL",2016,9,18
"AMPL",2016,10,46
"AMPL",2016,11,23
"AMPL",2016,12,53
"AMPL",2017,1,25
"AMPL",2017,2,37
"AMPL",2017,3,24
"AMPL",2017,4,11
"ANTLR",2011,6,1
"ANTLR",2011,7,1
"ANTLR",2012,9,1
"ANTLR",2012,12,1
"ANTLR",2013,4,1
"ANTLR",2013,5,1
"ANTLR",2013,6,1
"ANTLR",2013,8,1
"ANTLR",2013,10,2
"ANTLR",2013,11,3
"ANTLR",2013,12,12
"ANTLR",2014,1,16
"ANTLR",2014,2,30
"ANTLR",2014,3,25
"ANTLR",2014,4,17
"ANTLR",2014,5,14
"ANTLR",2014,6,8
"ANTLR",2014,7,7
"ANTLR",2014,8,17
"ANTLR",2014,9,5
"ANTLR",2014,10,10
"ANTLR",2014,11,6
"ANTLR",2014,12,18
"ANTLR",2015,1,17
"ANTLR",2015,2,16
"ANTLR",2015,3,19
"ANTLR",2015,4,17
"ANTLR",2015,5,10
"ANTLR",2015,6,17
"ANTLR",2015,7,13
"ANTLR",2015,8,14
"ANTLR",2015,9,15
"ANTLR",2015,10,20
"ANTLR",2015,11,17
"ANTLR",2015,12,9
"ANTLR",2016,1,10
"ANTLR",2016,2,6
"ANTLR",2016,3,5
"ANTLR",2016,4,21
"ANTLR",2016,5,7
"ANTLR",2016,6,11
"ANTLR",2016,7,7
"ANTLR",2016,8,45
"ANTLR",2016,9,35
"ANTLR",2016,10,53
"ANTLR",2016,11,37
"ANTLR",2016,12,57
"ANTLR",2017,1,28
"ANTLR",2017,2,68
"ANTLR",2017,3,69
"ANTLR",2017,4,31
"ApacheConf",2009,5,1
"ApacheConf",2010,3,2
"ApacheConf",2010,8,1
"ApacheConf",2010,9,2
"ApacheConf",2010,10,2
"ApacheConf",2010,12,2
"ApacheConf",2011,1,2
"ApacheConf",2011,2,3
"ApacheConf",2011,3,1
"ApacheConf",2011,4,2
"ApacheConf",2011,7,4
"ApacheConf",2011,8,2
"ApacheConf",2011,9,3
"ApacheConf",2011,10,6
"ApacheConf",2011,11,2
"ApacheConf",2011,12,2
"ApacheConf",2012,1,4
"ApacheConf",2012,2,3
"ApacheConf",2012,3,6
"ApacheConf",2012,4,2
"ApacheConf",2012,5,8
"ApacheConf",2012,6,5
"ApacheConf",2012,7,8
"ApacheConf",2012,8,5
"ApacheConf",2012,9,11
"ApacheConf",2012,10,10
"ApacheConf",2012,11,9
"ApacheConf",2012,12,12
"ApacheConf",2013,1,10
"ApacheConf",2013,2,17
"ApacheConf",2013,3,13
"ApacheConf",2013,4,14
"ApacheConf",2013,5,20
"ApacheConf",2013,6,13
"ApacheConf",2013,7,33
"ApacheConf",2013,8,19
"ApacheConf",2013,9,26
"ApacheConf",2013,10,28
"ApacheConf",2013,11,33
"ApacheConf",2013,12,43
"ApacheConf",2014,1,44
"ApacheConf",2014,2,72
"ApacheConf",2014,3,56
"ApacheConf",2014,4,74
"ApacheConf",2014,5,83
"ApacheConf",2014,6,94
"ApacheConf",2014,7,83
"ApacheConf",2014,8,119
"ApacheConf",2014,9,123
"ApacheConf",2014,10,143
"ApacheConf",2014,11,154
"ApacheConf",2014,12,180
"ApacheConf",2015,1,263
"ApacheConf",2015,2,1673
"ApacheConf",2015,3,2724
"ApacheConf",2015,4,1348
"ApacheConf",2015,5,1385
"ApacheConf",2015,6,1304
"ApacheConf",2015,7,862
"ApacheConf",2015,8,994
"ApacheConf",2015,9,975
"ApacheConf",2015,10,1023
"ApacheConf",2015,11,660
"ApacheConf",2015,12,622
"ApacheConf",2016,1,770
"ApacheConf",2016,2,424
"ApacheConf",2016,3,258
"ApacheConf",2016,4,553
"ApacheConf",2016,5,380
"ApacheConf",2016,6,523
"ApacheConf",2016,7,570
"ApacheConf",2016,8,618
"ApacheConf",2016,9,514
"ApacheConf",2016,10,570
"ApacheConf",2016,11,434
"ApacheConf",2016,12,584
"ApacheConf",2017,1,594
"ApacheConf",2017,2,675
"ApacheConf",2017,3,659
"ApacheConf",2017,4,416
"Apex",2011,1,1
"Apex",2011,2,1
"Apex",2011,3,3
"Apex",2011,4,3
"Apex",2011,5,4
"Apex",2011,6,2
"Apex",2011,7,5
"Apex",2011,8,11
"Apex",2011,9,5
"Apex",2011,10,3
"Apex",2011,11,7
"Apex",2011,12,5
"Apex",2012,1,7
"Apex",2012,2,4
"Apex",2012,3,10
"Apex",2012,4,15
"Apex",2012,5,33
"Apex",2012,6,27
"Apex",2012,7,35
"Apex",2012,8,64
"Apex",2012,9,87
"Apex",2012,10,37
"Apex",2012,11,64
"Apex",2012,12,53
"Apex",2013,1,61
"Apex",2013,2,92
"Apex",2013,3,89
"Apex",2013,4,69
"Apex",2013,5,71
"Apex",2013,6,72
"Apex",2013,7,100
"Apex",2013,8,116
"Apex",2013,9,92
"Apex",2013,10,106
"Apex",2013,11,113
"Apex",2013,12,114
"Apex",2014,1,133
"Apex",2014,2,143
"Apex",2014,3,181
"Apex",2014,4,136
"Apex",2014,5,116
"Apex",2014,6,80
"Apex",2014,7,97
"Apex",2014,8,99
"Apex",2014,9,78
"Apex",2014,10,85
"Apex",2014,11,79
"Apex",2014,12,118
"Apex",2015,1,185
"Apex",2015,2,191
"Apex",2015,3,215
"Apex",2015,4,235
"Apex",2015,5,228
"Apex",2015,6,197
"Apex",2015,7,170
"Apex",2015,8,165
"Apex",2015,9,173
"Apex",2015,10,152
"Apex",2015,11,145
"Apex",2015,12,163
"Apex",2016,1,176
"Apex",2016,2,95
"Apex",2016,3,53
"Apex",2016,4,113
"Apex",2016,5,140
"Apex",2016,6,157
"Apex",2016,7,205
"Apex",2016,8,235
"Apex",2016,9,161
"Apex",2016,10,220
"Apex",2016,11,175
"Apex",2016,12,227
"Apex",2017,1,192
"Apex",2017,2,242
"Apex",2017,3,216
"Apex",2017,4,138
"API Blueprint",2011,10,1
"API Blueprint",2011,12,1
"API Blueprint",2012,2,1
"API Blueprint",2012,4,1
"API Blueprint",2012,6,2
"API Blueprint",2012,7,3
"API Blueprint",2012,10,1
"API Blueprint",2012,11,5
"API Blueprint",2012,12,2
"API Blueprint",2013,4,2
"API Blueprint",2013,5,1
"API Blueprint",2013,6,1
"API Blueprint",2013,7,1
"API Blueprint",2013,8,1
"API Blueprint",2013,10,7
"API Blueprint",2013,11,3
"API Blueprint",2013,12,4
"API Blueprint",2014,1,5
"API Blueprint",2014,2,11
"API Blueprint",2014,3,3
"API Blueprint",2014,4,4
"API Blueprint",2014,5,21
"API Blueprint",2014,6,16
"API Blueprint",2014,7,10
"API Blueprint",2014,8,10
"API Blueprint",2014,9,17
"API Blueprint",2014,10,19
"API Blueprint",2014,11,11
"API Blueprint",2014,12,16
"API Blueprint",2015,1,13
"API Blueprint",2015,2,23
"API Blueprint",2015,3,28
"API Blueprint",2015,4,22
"API Blueprint",2015,5,42
"API Blueprint",2015,6,69
"API Blueprint",2015,7,68
"API Blueprint",2015,8,65
"API Blueprint",2015,9,75
"API Blueprint",2015,10,78
"API Blueprint",2015,11,51
"API Blueprint",2015,12,63
"API Blueprint",2016,1,69
"API Blueprint",2016,2,42
"API Blueprint",2016,3,30
"API Blueprint",2016,4,37
"API Blueprint",2016,5,48
"API Blueprint",2016,6,51
"API Blueprint",2016,7,60
"API Blueprint",2016,8,71
"API Blueprint",2016,9,62
"API Blueprint",2016,10,71
"API Blueprint",2016,11,51
"API Blueprint",2016,12,68
"API Blueprint",2017,1,56
"API Blueprint",2017,2,103
"API Blueprint",2017,3,53
"API Blueprint",2017,4,40
"APL",2012,7,1
"APL",2012,11,1
"APL",2013,4,1
"APL",2014,3,1
"APL",2014,4,1
"APL",2014,5,1
"APL",2014,6,1
"APL",2014,7,5
"APL",2014,8,1
"APL",2014,9,1
"APL",2014,12,2
"APL",2015,1,4
"APL",2015,4,1
"APL",2015,5,7
"APL",2015,6,1
"APL",2015,8,1
"APL",2015,9,7
"APL",2015,10,3
"APL",2015,11,3
"APL",2016,1,4
"APL",2016,2,1
"APL",2016,3,2
"APL",2016,4,3
"APL",2016,5,4
"APL",2016,6,1
"APL",2016,7,7
"APL",2016,8,3
"APL",2016,9,3
"APL",2016,10,6
"APL",2016,11,1
"APL",2016,12,3
"APL",2017,1,2
"APL",2017,2,7
"APL",2017,3,6
"AppleScript",2009,5,3
"AppleScript",2009,6,2
"AppleScript",2009,10,1
"AppleScript",2009,11,5
"AppleScript",2009,12,1
"AppleScript",2010,1,2
"AppleScript",2010,2,2
"AppleScript",2010,3,1
"AppleScript",2010,6,1
"AppleScript",2010,7,2
"AppleScript",2010,9,2
"AppleScript",2010,11,3
"AppleScript",2010,12,1
"AppleScript",2011,1,3
"AppleScript",2011,2,1
"AppleScript",2011,3,3
"AppleScript",2011,4,3
"AppleScript",2011,5,2
"AppleScript",2011,6,7
"AppleScript",2011,7,2
"AppleScript",2011,8,3
"AppleScript",2011,9,3
"AppleScript",2011,10,1
"AppleScript",2011,11,7
"AppleScript",2011,12,2
"AppleScript",2012,1,9
"AppleScript",2012,2,7
"AppleScript",2012,3,5
"AppleScript",2012,5,13
"AppleScript",2012,6,4
"AppleScript",2012,7,6
"AppleScript",2012,8,8
"AppleScript",2012,9,24
"AppleScript",2012,10,25
"AppleScript",2012,11,38
"AppleScript",2012,12,13
"AppleScript",2013,1,34
"AppleScript",2013,2,46
"AppleScript",2013,3,45
"AppleScript",2013,4,61
"AppleScript",2013,5,45
"AppleScript",2013,6,34
"AppleScript",2013,7,42
"AppleScript",2013,8,42
"AppleScript",2013,9,39
"AppleScript",2013,10,49
"AppleScript",2013,11,53
"AppleScript",2013,12,64
"AppleScript",2014,1,97
"AppleScript",2014,2,113
"AppleScript",2014,3,112
"AppleScript",2014,4,117
"AppleScript",2014,5,104
"AppleScript",2014,6,66
"AppleScript",2014,7,39
"AppleScript",2014,8,48
"AppleScript",2014,9,30
"AppleScript",2014,10,36
"AppleScript",2014,11,40
"AppleScript",2014,12,68
"AppleScript",2015,1,88
"AppleScript",2015,2,93
"AppleScript",2015,3,90
"AppleScript",2015,4,83
"AppleScript",2015,5,89
"AppleScript",2015,6,76
"AppleScript",2015,7,39
"AppleScript",2015,8,87
"AppleScript",2015,9,69
"AppleScript",2015,10,47
"AppleScript",2015,11,98
"AppleScript",2015,12,34
"AppleScript",2016,1,49
"AppleScript",2016,2,18
"AppleScript",2016,3,39
"AppleScript",2016,4,22
"AppleScript",2016,5,34
"AppleScript",2016,6,72
"AppleScript",2016,7,72
"AppleScript",2016,8,65
"AppleScript",2016,9,51
"AppleScript",2016,10,61
"AppleScript",2016,11,54
"AppleScript",2016,12,67
"AppleScript",2017,1,56
"AppleScript",2017,2,73
"AppleScript",2017,3,66
"AppleScript",2017,4,50
"Arc",2008,2,1
"Arc",2008,3,3
"Arc",2008,4,4
"Arc",2008,7,5
"Arc",2008,8,1
"Arc",2008,10,3
"Arc",2009,2,4
"Arc",2009,3,3
"Arc",2009,4,1
"Arc",2009,6,3
"Arc",2009,7,1
"Arc",2009,8,1
"Arc",2009,12,5
"Arc",2010,1,1
"Arc",2010,2,1
"Arc",2010,3,3
"Arc",2010,4,2
"Arc",2010,5,2
"Arc",2010,6,1
"Arc",2010,7,2
"Arc",2010,8,3
"Arc",2010,9,2
"Arc",2010,10,5
"Arc",2010,11,6
"Arc",2010,12,2
"Arc",2011,1,3
"Arc",2011,2,5
"Arc",2011,3,3
"Arc",2011,4,5
"Arc",2011,5,3
"Arc",2011,6,4
"Arc",2011,7,1
"Arc",2011,8,5
"Arc",2011,9,3
"Arc",2011,11,2
"Arc",2012,1,2
"Arc",2012,2,1
"Arc",2012,3,4
"Arc",2012,4,3
"Arc",2012,5,3
"Arc",2012,7,2
"Arc",2012,8,3
"Arc",2012,9,3
"Arc",2012,11,2
"Arc",2012,12,1
"Arc",2013,1,1
"Arc",2013,2,14
"Arc",2013,3,14
"Arc",2013,4,19
"Arc",2013,5,10
"Arc",2013,6,17
"Arc",2013,7,5
"Arc",2013,8,4
"Arc",2013,9,5
"Arc",2013,10,5
"Arc",2013,11,7
"Arc",2013,12,17
"Arc",2014,1,10
"Arc",2014,2,34
"Arc",2014,3,11
"Arc",2014,4,11
"Arc",2014,5,9
"Arc",2014,6,6
"Arc",2014,7,1
"Arc",2014,10,1
"Arc",2014,11,2
"Arc",2014,12,1
"Arc",2015,1,7
"Arc",2015,2,8
"Arc",2015,3,7
"Arc",2015,4,7
"Arc",2015,5,9
"Arc",2015,6,12
"Arc",2015,7,2
"Arc",2015,9,3
"Arc",2015,10,2
"Arc",2015,11,2
"Arc",2015,12,2
"Arc",2016,1,3
"Arc",2016,2,1
"Arc",2016,3,7
"Arc",2016,4,1
"Arc",2016,5,1
"Arc",2016,6,5
"Arc",2016,7,1
"Arc",2016,8,1
"Arc",2016,9,5
"Arc",2016,10,1
"Arc",2016,11,2
"Arc",2016,12,2
"Arc",2017,1,5
"Arc",2017,2,12
"Arc",2017,3,12
"Arc",2017,4,3
"Arduino",2009,7,1
"Arduino",2009,11,1
"Arduino",2010,2,1
"Arduino",2010,4,1
"Arduino",2010,5,1
"Arduino",2010,8,2
"Arduino",2010,9,5
"Arduino",2010,10,3
"Arduino",2010,11,3
"Arduino",2010,12,7
"Arduino",2011,1,1
"Arduino",2011,2,2
"Arduino",2011,3,12
"Arduino",2011,4,4
